car_id,price,car_type_id,transmission_type_id,fuel_type_id
12072,28190,252073,554,372
12075,30331,637136,554,372
12079,27090,330178,550,478
12084,32376,383182,554,735
12085,30890,199117,554,372
12088,23991,252073,178,372
12094,25907,407936,178,735
12101,20481,762890,178,372
12102,25372,505571,550,735
12117,25526,407936,550,735
12120,34370,657151,554,735
12133,22646,898628,178,372
12137,26442,883374,550,372
12142,29450,657151,554,735
12144,24142,587089,550,372
12148,17002,631595,550,735
12150,32822,383182,550,735
12155,33990,657151,554,735
12161,38330,383182,554,735
12167,21498,762890,550,372
12188,33313,383182,550,735
12200,20892,689028,550,735
12202,36531,657151,550,372
12205,16990,552209,550,735
12213,26922,637136,550,735
12222,12302,857238,178,735
12223,8795,620631,178,735
12226,10465,144106,178,735
12228,25320,637136,554,735
12230,21850,898628,178,372
12233,29374,407936,554,735
12244,14395,500207,178,735
12267,13130,920025,554,372
12272,14999,765486,178,372
12278,21856,809072,550,735
12283,19495,744042,554,735
12287,21402,898628,178,735
12288,27472,657151,550,372
12291,48090,328429,554,735
12293,14112,399264,550,372
12302,20397,634770,554,735
12303,20940,744042,554,372
12308,22202,224506,550,735
12313,34368,407936,554,372
12316,28560,252073,178,735
12320,28266,407936,550,372
12322,30850,252073,550,735
12328,23920,898628,178,735
12335,17722,916376,178,372
12339,67120,423709,554,735
12352,27990,637136,550,735
12365,25976,587089,178,735
12371,9352,399264,178,735
12375,21792,634770,554,735
12384,15500,762890,178,735
12386,12965,942607,554,372
12391,24790,252073,554,372
12400,22810,637136,554,372
12401,21390,898628,554,735
12402,19850,898628,554,735
12411,64690,127070,554,372
12412,48200,526685,554,372
12423,15380,363797,550,735
12428,12207,552209,554,735
12429,14430,872808,178,372
12434,6491,120906,178,735
12443,17770,261649,550,735
12444,19980,252073,178,372
12449,24998,657151,550,735
12453,16342,543956,550,372
12464,16322,144106,550,735
12465,27750,805090,554,735
12472,28992,805090,554,735
12481,88980,666178,550,372
12485,15582,213582,550,735
12487,26830,898628,550,372
12488,37980,657151,550,372
12490,44980,328429,550,735
12492,23980,898628,550,735
12516,74480,423709,554,735
12518,25780,898628,550,735
12528,22480,883374,554,735
12529,15280,762890,554,735
12530,28170,637136,550,735
12531,22322,505571,550,735
12533,11200,120906,550,372
12534,19980,602287,554,478
12545,17998,557809,550,735
12551,31790,587089,550,372
12555,15291,603116,178,372
12568,31003,461186,550,735
12570,8690,399264,178,735
12575,61797,567145,550,372
12577,21490,762890,550,372
12584,27399,505571,550,735
12585,17980,608651,550,735
12586,25480,538800,550,735
12591,26980,772741,550,735
12600,44500,110778,550,372
12601,19990,898628,178,735
12605,31790,407936,550,372
12610,20990,916376,550,372
12616,14066,762890,550,372
12625,32403,300281,550,372
12631,19990,762890,554,372
12632,17390,603116,550,735
12633,22991,883374,550,735
12645,13750,500207,178,372
12646,14391,765486,550,735
12654,27780,657151,554,735
12655,25280,252073,550,372
12671,17310,500207,550,735
12672,18890,762890,550,735
12690,19980,587089,178,372
12691,28940,657151,554,372
12693,19980,872808,550,735
12701,21720,505571,554,735
12705,10970,399264,554,735
12717,23980,359911,550,372
12721,22980,505571,554,735
12735,56980,328429,550,735
12746,21512,744042,554,735
12751,13990,741870,178,735
12757,21232,744042,550,735
12765,42836,383182,550,735
12775,28562,713790,550,735
12778,25490,898628,554,735
12786,37540,199117,554,735
12787,29970,407936,554,372
12788,29680,587089,554,735
12793,32550,657151,554,735
12801,26980,199117,554,372
12805,26998,657151,550,735
12807,15901,744042,178,372
12808,26822,111842,554,735
12813,35109,273444,550,735
12816,16172,213582,178,735
12826,29540,637136,550,735
12827,36740,657151,554,372
12828,19752,261649,550,735
12833,16250,746874,550,735
12835,21862,213582,550,372
12851,31990,575740,554,735
12852,18499,587089,550,735
12853,17980,552209,550,735
12855,18880,898628,178,372
12863,19000,689028,550,372
12864,18390,762890,554,372
12872,14999,762890,178,735
12875,14830,942607,550,735
12880,12475,942607,178,372
12881,23780,587089,550,372
12887,17498,916376,550,372
12890,24498,657151,550,735
12891,21890,823569,550,372
12895,26990,330178,550,372
12896,12990,942607,178,735
12899,23480,898628,178,372
12900,29980,199117,550,372
12905,29450,657151,550,735
12906,31875,199117,550,372
12908,17990,872808,550,735
12909,29980,637136,550,735
12926,28450,657151,550,372
12941,24980,359911,550,372
12947,18650,744042,550,735
12949,14999,920025,550,372
12953,16950,587089,550,735
12954,25750,657151,550,735
12962,28990,873971,550,372
12964,30990,873971,550,372
12970,47980,526685,550,372
12974,31880,199117,550,735
12981,26950,637136,550,735
12985,24990,657151,178,735
12989,25000,637136,550,735
12992,11250,942607,178,735
12995,16195,144106,554,478
12996,17980,261649,550,372
13002,14397,762890,178,372
13003,11650,762890,178,735
13004,14420,762890,178,735
13015,13391,741870,178,735
13024,23798,634770,550,735
13031,14798,120396,550,735
13035,42194,461186,550,372
13042,31016,359911,550,735
13051,21012,213582,550,372
13052,21726,213582,550,372
13055,12741,942607,178,735
13062,20498,744042,550,372
13069,43750,328429,550,735
13071,17798,916376,550,372
13076,16250,762890,550,735
13077,40985,199117,550,372
13098,25900,637136,550,372
13100,42400,199117,550,372
13101,50390,170338,550,372
13104,14998,261649,178,735
13114,21250,557809,550,372
13115,26500,505571,554,735
13122,33991,111842,554,735
13126,65050,423709,550,735
13129,16980,587089,178,735
13132,19490,744042,550,372
13140,27480,657151,178,735
13145,25780,252073,550,735
13166,14490,144106,550,735
13170,15450,762890,550,735
13172,25490,199117,550,372
13177,34885,637136,550,735
13178,32760,587089,550,372
13195,17991,872808,550,735
13211,67990,651821,550,735
13217,17490,872808,550,735
13222,36490,273444,550,735
13232,24990,898628,550,372
13241,22650,898628,178,735
13253,33990,772741,550,372
13259,22991,762890,550,372
13260,25990,295636,550,735
13261,24800,634770,550,735
13270,78490,742991,550,735
13274,29490,407936,550,735
13283,29990,772741,550,735
13286,27997,657151,550,735
13291,22991,898628,178,372
13301,18990,942607,178,735
13308,23980,505571,550,735
13309,30326,657151,550,372
13311,22850,772741,550,372
13312,16300,608651,550,735
13317,21940,359911,178,372
13319,25945,634770,550,372
13325,24990,657151,178,735
13326,24950,657151,178,735
13332,17450,883374,550,735
13333,22490,762890,550,372
13335,26095,823569,178,372
13336,17697,587089,178,372
13337,50990,111842,554,735
13347,23475,823569,550,372
13352,20990,942607,178,735
13356,35475,199117,550,735
13360,15995,587089,178,735
13361,8250,399264,178,735
13370,49975,651821,550,735
13373,32475,772741,550,735
13374,32475,330178,550,478
13377,22470,318346,550,735
13380,19498,744042,550,735
13382,55990,111842,554,735
13384,20990,213582,550,372
13391,35790,199117,550,735
13395,31440,657151,550,372
13398,32975,383182,550,735
13417,35480,273444,550,735
13420,25980,461186,550,735
13428,28790,252073,550,372
13430,10975,399264,178,735
13438,23990,300281,178,735
13439,48975,435329,550,735
13442,29975,657151,178,735
13444,22275,898628,178,372
13450,24790,744042,550,372
13451,27490,744042,550,735
13454,22980,300281,550,372
13456,34450,300281,550,372
13458,29950,330178,550,478
13463,23775,898628,178,735
13466,33975,637136,550,735
13468,24275,637136,550,372
13471,39650,264270,550,735
13472,26350,199117,550,735
13473,25999,252073,550,735
13477,40775,273444,550,372
13482,13775,737282,550,735
13486,21975,104775,550,735
13487,20975,557809,550,372
13492,47440,383182,550,372
13493,16799,741870,550,735
13494,13275,741870,178,735
13499,23990,772741,178,735
13502,30990,300281,550,372
13509,16775,603116,178,735
13512,21975,634770,550,372
13513,27875,199117,550,735
13521,13600,120396,554,735
13526,26691,805090,554,372
13532,10480,153620,178,735
13535,29480,383182,554,735
13547,19980,898628,550,372
13555,26990,657151,550,735
13558,44990,370313,550,735
13565,37980,657151,550,372
13567,37980,657151,550,372
13572,24990,407936,550,735
13574,20990,898628,550,372
13588,23450,898628,550,735
13597,25350,657151,550,735
13600,17980,587089,178,735
13606,77880,423709,550,735
13610,19975,587089,178,735
13613,28980,657151,554,735
13623,20875,587089,550,735
13634,20750,898628,178,372
13646,27990,637136,550,735
13648,25490,637136,550,372
13652,24975,637136,550,735
13655,25450,252073,550,372
13661,12991,399264,178,372
13663,13950,753879,554,735
13668,24440,657151,550,735
13682,33990,383182,550,735
13683,17480,657151,550,372
13690,23990,657151,550,372
13697,20380,916376,550,372
13700,21590,657151,550,372
13708,17998,261649,550,735
13709,21498,762890,550,372
13716,20980,587089,178,372
13718,12900,213582,178,735
13724,16491,765486,178,372
13728,39993,568059,550,735
13729,48993,522941,550,372
13738,11430,153620,550,372
13741,17998,744042,550,372
13743,17480,657151,550,372
13745,23290,689028,550,735
13746,36993,330178,550,478
13747,18656,608651,550,735
13753,22110,744042,550,735
13757,23760,689028,550,735
13759,24500,587089,178,735
13764,14991,942607,550,735
13765,32250,199117,550,478
13766,18471,762890,550,372
13771,26390,587089,550,372
13773,30991,637136,550,372
13775,24490,637136,550,735
13776,25490,637136,550,372
13778,30990,252073,550,735
13781,20590,634770,550,372
13791,28790,199117,550,735
13803,27980,575740,554,735
13807,37980,572199,550,735
13812,25480,252073,550,372
13816,19480,883374,550,372
13818,14990,942607,178,735
13828,47980,170338,550,735
13832,16480,942607,550,372
13833,27980,252073,550,735
13841,26490,252073,550,735
13844,45980,526685,550,372
13846,33980,352004,550,735
13847,27480,657151,550,372
13849,47980,328429,554,735
13852,23480,637136,554,735
13853,46980,328429,550,735
13857,17647,552209,554,735
13860,32490,873971,550,372
13868,17980,500207,550,372
13873,26980,694779,550,735
13876,8990,120906,178,372
13877,18797,634770,178,735
13885,27980,252073,550,372
13888,23980,908902,554,735
13896,27980,407936,550,372
13900,22491,557809,550,735
13901,24171,505571,550,735
13916,35480,273444,550,735
13920,16350,741870,550,372
13925,18080,552209,554,372
13929,37990,383182,550,735
13930,39980,657151,550,372
13933,42990,568059,550,735
13945,16482,175987,554,478
13956,49990,328429,550,735
13959,33850,330178,550,478
13960,15990,741870,550,372
13964,21850,634770,550,735
13969,27990,330178,550,478
13970,23990,772741,178,735
13975,14990,261649,178,735
13992,22440,634770,550,372
14002,37990,772741,550,735
14006,15990,587089,178,735
14008,22990,505571,550,735
14012,44995,750090,550,372
14023,29990,330178,550,478
14026,26350,199117,550,735
14030,24950,809072,550,735
14035,25980,461186,550,735
14036,28790,252073,550,372
14041,28790,252073,550,372
14045,31450,657151,550,735
14048,42990,772741,550,735
14052,31450,199117,554,372
14053,33950,199117,554,735
14056,17990,261649,550,735
14067,19300,689028,550,372
14070,30780,383182,554,735
14071,38980,657151,550,735
14074,24980,634770,550,372
14078,13990,399264,550,735
14079,32990,111842,554,735
14080,34490,136767,550,372
14081,26980,657151,550,735
14083,40990,383182,550,735
14088,34980,383182,550,735
14096,28980,637136,550,735
14103,41490,110778,554,372
14106,29990,878373,550,372
14107,32980,199117,554,735
14108,37890,657151,550,372
14109,26980,300281,550,372
14117,29490,873971,550,372
14120,45980,328429,550,735
14121,23290,805090,550,735
14122,21980,762890,550,372
14130,26980,407936,550,372
14149,19990,898628,550,735
14160,18990,883374,554,735
14161,18990,634770,554,372
14163,15980,587089,178,372
14164,26980,657151,550,735
14177,26800,199117,550,735
14184,14270,942607,178,735
14189,20980,898628,550,372
14197,25900,657151,550,372
14201,18980,872808,550,735
14203,26495,657151,550,372
14205,19980,213582,554,372
14217,16490,213582,550,372
14237,15495,883374,178,372
14240,6395,120906,178,735
14243,15998,552209,550,478
14244,10170,144106,178,735
14254,17271,765486,550,372
14264,13659,762890,178,735
14270,15037,261649,178,735
14293,24895,657151,550,735
14303,20140,720320,554,735
14308,14761,552209,554,735
14311,11998,872808,178,735
14316,20498,634770,550,372
14322,18198,557809,550,735
14327,29480,190699,550,735
14328,16490,587089,178,735
14335,20980,898628,178,372
14337,35980,637136,554,735
14338,14397,762890,178,372
14341,24495,898628,178,735
14345,29990,637136,550,372
14360,23995,898628,550,735
14378,24980,657151,550,372
14379,25980,199117,550,372
14381,21480,587089,550,372
14383,16980,872808,550,478
14392,21980,898628,178,372
14399,25980,657151,550,735
14404,26480,657151,550,735
14405,22980,587089,550,372
14414,17995,744042,550,372
14421,20980,657151,550,735
14422,13980,762890,178,735
14424,14980,942607,550,735
14428,26400,199117,550,372
14432,24500,295636,550,735
14436,18991,744042,550,735
14440,24980,744042,550,735
14444,31993,587089,550,372
14445,30123,587089,550,372
14447,32983,793590,554,372
14464,31500,383182,550,372
14468,19575,744042,178,735
14471,30490,199117,550,478
14473,26920,407936,550,372
14480,9380,620631,178,735
14494,20604,689028,550,735
14496,19116,872808,550,735
14500,16950,872808,550,735
14503,14930,741870,554,735
14513,14980,552209,550,735
14515,26650,199117,550,735
14532,37498,111842,554,372
14537,19980,916376,550,372
14540,21980,587089,178,372
14545,27440,657151,550,735
14548,53980,666178,550,372
14549,28940,538800,550,735
14557,21950,823569,550,372
14560,21950,898628,550,735
14566,17980,587089,178,735
14567,23850,637136,550,735
14568,27940,657151,550,735
14569,18440,587089,550,735
14576,29498,264270,550,735
14580,42351,526685,550,372
14585,66000,423709,550,735
14586,19498,261649,550,735
14589,19798,942607,550,372
14592,20980,587089,178,372
14598,21480,557809,550,735
14599,13990,762890,178,372
14607,19840,603116,550,735
14610,12980,765486,178,735
14623,20780,587089,554,735
14627,25980,637136,550,735
14631,20980,898628,178,372
14638,32480,199117,550,735
14642,49980,328429,554,735
14643,25980,657151,178,735
14648,33580,657151,554,735
14649,33480,657151,554,735
14664,49980,328429,550,735
14667,27980,898628,550,735
14669,32780,199117,554,735
14676,31980,873971,550,372
14683,55980,666178,554,735
14691,14999,552209,554,478
14693,23999,505571,554,735
14697,18241,689028,554,735
14701,30980,657151,550,735
14702,18795,261649,178,735
14704,36995,407936,550,372
14708,36440,383182,550,735
14709,25840,407936,550,735
14712,36995,772741,550,735
14714,17995,608651,550,372
14720,23995,587089,550,372
14725,27940,637136,554,735
14727,28995,252073,550,735
14732,15701,552209,550,735
14737,14950,608651,554,735
14750,17547,552209,554,478
14752,15997,762890,554,735
14753,18291,916376,550,372
14757,11741,120906,550,735
14761,14880,144106,178,372
14766,26995,264270,550,372
14775,18995,144106,550,372
14779,17491,741870,550,372
14780,31840,383182,550,735
14809,16995,746874,554,735
14821,17995,872808,178,735
14831,18980,689028,550,735
14844,25970,657151,550,735
14855,22980,587089,550,372
14858,26980,505571,550,735
14864,16440,587089,178,735
14877,31980,199117,554,372
14887,24980,252073,550,372
14893,30980,199117,554,372
14894,32980,199117,554,372
14896,41980,110778,550,372
14903,23282,713790,550,735
14904,44800,328429,550,735
14918,25000,252073,178,735
14926,28710,657151,550,735
14929,34000,273444,550,735
14932,27515,587089,550,372
14938,21980,587089,178,372
14946,28980,657151,550,372
14948,57980,606087,550,735
14954,51395,568059,550,735
14960,12991,552209,178,735
14964,23480,637136,554,372
14969,22980,213582,550,372
14977,30850,383182,550,372
14981,13515,762890,178,735
14983,14066,942607,178,735
14989,24990,199117,550,735
14994,30991,199117,550,478
14995,16995,762890,550,372
14997,26999,657151,550,735
15000,22500,120550,550,735
15001,17980,587089,178,735
15002,22950,898628,550,735
15005,15991,552209,550,735
15019,29000,637136,550,735
15026,17495,916376,554,372
15030,19950,898628,550,735
15040,24590,898628,550,735
15041,28810,199117,550,735
15043,28655,823569,178,372
15047,18480,898628,550,372
15050,19640,301689,550,735
15059,16995,762890,554,735
15066,28380,199117,550,735
15079,34440,568059,550,735
15085,28920,505571,550,735
15093,30650,657151,554,372
15096,11471,753879,178,372
15100,19798,762890,550,372
15104,8691,741870,178,735
15109,21880,898628,550,372
15112,9991,153620,550,735
15119,16980,744042,550,735
15123,27995,898628,554,478
15124,28995,637136,550,735
15135,21995,898628,178,372
15139,16495,753879,550,735
15141,28495,657151,550,372
15145,19495,744042,550,735
15152,9650,399264,178,735
15153,17900,261649,550,735
15172,36995,407936,550,372
15176,15401,557809,178,735
15177,14417,942607,554,735
15180,15498,213582,178,735
15186,29995,461186,550,735
15199,34995,637136,550,735
15202,15250,603116,554,372
15214,28995,637136,550,735
15215,34995,772741,550,735
15216,16498,213582,550,735
15220,27995,898628,550,372
15222,17998,261649,550,735
15224,23500,505571,550,478
15226,12995,942607,550,735
15230,46995,328429,550,735
15233,19495,261649,550,372
15240,9991,399264,178,735
15252,32995,823569,550,372
15254,28995,823569,550,735
15257,20698,762890,554,372
15264,16507,689028,554,735
15265,27995,657151,550,735
15269,16247,552209,554,735
15286,14247,741870,554,735
15288,20950,713790,550,735
15289,44950,522941,550,372
15293,18991,916376,550,735
15298,16498,213582,550,735
15300,30950,587089,550,372
15303,27950,199117,550,478
15332,20400,872808,550,735
15333,19950,587089,550,372
15335,17950,762890,550,735
15349,32950,199117,550,735
15350,30750,199117,550,735
15358,16298,213582,550,735
15359,37498,370313,554,372
15361,22798,872808,550,735
15369,28450,199117,550,372
15377,30950,199117,550,735
15378,30950,657151,550,735
15389,18695,744042,554,735
15390,18157,744042,554,735
15392,11837,543956,550,735
15395,19950,883374,550,735
15399,30980,264270,550,735
15401,24999,805090,554,735
15415,21450,657151,550,735
15416,21450,657151,550,735
15421,26651,720320,554,735
15422,18191,552209,550,478
15427,15950,144106,550,735
15430,20950,898628,178,372
15439,36451,407936,550,372
15441,34910,407936,550,372
15442,32940,252073,550,372
15447,20450,898628,178,372
15452,13949,883374,554,735
15455,10400,631595,178,735
15456,9890,765486,554,735
15459,33150,587089,550,735
15468,36203,383182,550,735
15469,32340,264270,550,735
15475,23032,557809,550,735
15485,15381,762890,550,735
15486,13391,765486,550,735
15491,20062,689028,550,735
15495,14490,762890,178,735
15496,12999,213582,178,372
15499,19216,883374,554,372
15501,58662,110778,554,372
15505,48836,328429,554,372
15506,12262,153620,550,735
15507,10372,120906,178,735
15508,22442,252073,178,372
15510,31683,383182,550,372
15522,20740,213582,178,372
15523,22899,505571,550,735
15531,31580,199117,554,372
15532,27710,657151,550,735
15535,15000,762890,550,735
15549,37921,199117,550,372
15560,29960,898628,550,735
15563,18690,744042,550,735
15575,33995,330178,550,478
15577,19990,631595,550,735
15581,31490,657151,178,735
15583,17490,603116,550,372
15590,33990,383182,550,735
15602,10860,543956,178,735
15605,23950,908902,554,735
15606,11550,765486,550,735
15607,14000,872808,178,372
15626,19250,689028,550,372
15629,59990,666178,550,735
15635,34995,538800,550,735
15638,42995,568059,550,372
15643,19490,552209,550,735
15645,30990,575740,554,478
15648,22950,872808,550,735
15653,15990,603116,178,372
15655,35995,383182,554,735
15659,33999,657151,550,478
15661,27500,657151,550,735
15662,25444,657151,554,372
15669,27995,359911,178,735
15673,26999,252073,178,372
15675,19555,898628,178,372
15678,36650,772741,554,735
15686,36995,772741,554,735
15691,26444,637136,554,735
15692,29995,637136,554,735
15699,41995,273444,550,735
15702,29990,657151,178,735
15712,33450,383182,554,372
15716,38995,383182,554,735
15720,11900,153620,550,372
15724,25995,637136,550,372
15726,35490,657151,550,735
15728,18000,883374,550,735
15733,19999,587089,550,735
15735,16440,883374,550,372
15736,17037,557809,554,735
15738,17190,741870,550,735
15753,37999,199117,550,735
15761,46990,328429,550,735
15765,20850,898628,554,478
15776,17444,587089,554,735
15780,21495,744042,550,735
15786,28995,657151,554,735
15787,23450,104775,554,735
15793,27950,637136,550,735
15796,36999,772741,550,735
15798,56950,383182,550,372
15799,38995,572199,550,735
15803,20495,557809,550,735
15814,31444,199117,554,735
15820,27888,657151,550,735
15822,24995,657151,550,372
15823,32995,772741,554,735
15825,37999,568059,554,735
15828,44995,328429,554,735
15833,29999,637136,554,372
15837,33995,772741,554,735
15840,35995,873971,554,372
15841,74995,896125,550,735
15842,53995,606087,550,735
15847,15850,762890,178,735
15848,19495,898628,554,735
15856,21140,762890,550,372
15858,15270,261649,178,735
15863,15090,942607,550,372
15865,16507,689028,554,735
15870,11990,741870,178,372
15873,16950,543956,554,372
15874,14652,942607,178,735
15876,11450,120906,178,372
15881,34999,300281,554,735
15884,12990,753879,550,735
15885,17540,872808,554,735
15890,19950,883374,554,735
15891,27450,637136,550,372
15899,42950,170338,550,372
15904,19950,916376,550,735
15915,22950,823569,178,372
15918,35450,461186,550,735
15925,14950,552209,550,735
15927,31450,657151,550,735
15928,42450,273444,550,735
15929,25950,637136,550,735
15933,30999,637136,550,372
15934,39999,383182,550,372
15943,16470,104775,178,735
15947,31999,352004,550,372
15954,22950,898628,550,372
15970,35999,383182,554,735
15975,12950,942607,178,735
15986,52950,328429,550,372
15987,22950,587089,550,735
15988,26950,461186,550,735
15994,18950,587089,550,735
15995,73950,423709,550,735
15998,23950,657151,550,735
15999,36950,694779,550,372
16009,34950,823569,550,735
16010,32450,823569,550,735
16011,44950,136767,550,735
16014,24950,898628,550,735
16026,32450,775640,550,372
16031,23000,295636,550,735
16034,16950,765486,550,372
16039,24995,505571,550,372
16044,19950,916376,550,372
16047,30450,898628,550,735
16061,31000,657151,550,735
16078,14995,144106,178,735
16080,17495,224506,550,735
16083,29500,264270,550,735
16090,11030,762890,178,735
16093,19391,713790,550,735
16103,17450,144106,550,735
16113,25000,252073,550,735
16114,49000,328429,550,735
16115,11000,851802,550,735
16116,72000,742991,550,735
16120,34995,637136,554,372
16122,29888,199117,554,735
16123,42795,383182,550,735
16128,29995,805090,550,735
16135,13995,608651,550,735
16137,28950,823569,550,372
16138,39950,772741,550,735
16139,41450,383182,550,735
16144,31488,775640,554,372
16156,16888,587089,554,735
16158,18995,942607,550,372
16159,13995,762890,550,735
16165,21999,538800,178,372
16174,20995,634770,550,372
16186,18995,713790,550,735
16187,19995,762890,178,372
16194,40995,330178,550,478
16196,27995,252073,554,372
16201,26991,587089,178,372
16202,58990,127070,550,735
16203,31780,199117,550,735
16208,29754,657151,550,735
16210,21712,762890,554,372
16213,20081,762890,550,372
16215,21995,657151,550,735
16216,34995,772741,550,735
16231,36981,407936,550,372
16237,49010,110778,554,372
16239,38991,772741,550,735
16242,13960,741870,554,735
16243,19950,713790,554,735
16249,29920,637136,550,735
16253,22512,104775,550,735
16256,66991,896125,550,372
16268,32950,383182,550,372
16271,17450,261649,554,735
16273,15495,603116,178,372
16275,19495,557809,550,735
16279,25995,805090,550,478
16289,19990,809072,550,735
16291,21990,898628,554,478
16313,43995,775640,554,372
16321,28995,823569,550,735
16325,28990,538800,550,372
16334,36981,407936,550,372
16343,26990,461186,550,372
16346,36990,772741,550,372
16371,20750,587089,178,372
16375,36500,383182,550,372
16390,27450,657151,550,372
16398,19000,762890,550,372
16407,15888,920025,178,735
16410,33000,300281,550,372
16423,16500,872808,550,735
16426,20952,916376,550,372
16432,20750,587089,178,372
16433,20750,587089,178,372
16436,36840,823569,550,372
16441,22111,318346,550,372
16442,29464,657151,550,372
16449,19495,898628,178,372
16453,26462,694779,550,735
16454,10462,399264,178,372
16456,19721,557809,550,735
16458,14182,545074,554,478
16463,19841,883374,550,372
16473,23941,505571,550,735
16476,27555,657151,178,735
16490,20990,872808,550,478
16493,17965,144106,550,735
16494,9942,753879,178,735
16495,16641,741870,550,372
16513,44500,526685,550,372
16517,35352,574052,550,372
16518,35470,407936,554,735
16523,24999,805090,550,735
16526,33790,383182,550,372
16536,27995,898628,554,735
16544,35150,657151,554,735
16552,32999,657151,554,735
16557,27999,657151,554,735
16558,50900,328429,554,735
16567,29995,199117,554,372
16568,33995,807615,550,735
16572,36222,383182,550,735
16573,35600,383182,550,735
16576,21999,587089,550,372
16577,25999,587089,550,735
16580,28999,637136,550,735
16586,22999,637136,554,735
16591,16995,144106,550,735
16592,9995,120906,178,735
16599,27990,657151,178,735
16605,14999,552209,178,372
16607,27000,744042,550,735
16612,34000,373528,550,478
16614,19500,823569,554,372
16617,59995,896125,550,372
16620,16500,678302,550,372
16628,33699,657151,550,478
16631,19999,587089,550,372
16643,52490,328429,550,372
16651,22450,809072,550,735
16654,25999,614816,550,372
16660,25490,657151,550,372
16661,26490,657151,550,372
16672,48990,328429,550,735
16674,14990,762890,550,372
16675,21990,657151,550,735
16676,23990,587089,178,372
16678,27990,407936,554,372
16685,21790,505571,550,735
16688,18495,631595,550,735
16689,9995,120906,178,735
16691,10000,530435,550,735
16699,13800,942607,554,735
16704,23990,505571,550,735
16705,22490,505571,550,735
16708,19995,557809,550,735
16716,31990,772741,550,372
16720,51000,110778,550,372
16721,42000,383182,554,735
16725,36000,383182,550,735
16727,24500,252073,178,372
16732,20412,753879,550,735
16734,27672,252073,550,372
16735,19543,898628,178,372
16736,64999,423709,550,735
16743,15981,753879,178,735
16744,27781,657151,178,735
16753,42202,407338,550,372
16759,16962,213582,550,372
16761,49999,110778,554,372
16762,18380,587089,554,372
16766,29999,252073,550,735
16768,29840,637136,554,735
16769,27500,199117,550,372
16780,33542,193389,550,735
16788,25374,637136,554,735
16790,22890,587089,178,372
16794,27130,657151,554,372
16795,22280,587089,178,372
16797,25500,587089,550,372
16798,16999,213582,550,372
16803,65000,435329,550,372
16810,20999,713790,550,735
16832,20400,634770,550,735
16833,13850,942607,550,735
16838,10422,851802,178,735
16841,23995,587089,550,372
16843,27495,657151,550,735
16859,23999,898628,550,372
16860,21999,104775,178,372
16863,26500,461186,550,372
16875,16450,587089,178,735
16878,29500,823569,550,372
16884,22999,898628,550,372
16897,10999,620631,550,735
16900,21785,898628,554,478
16905,25995,603116,550,372
16911,28995,898628,550,372
16912,30000,199117,554,735
16917,33999,461186,550,735
16918,17000,144106,550,735
16921,27950,637136,554,372
16941,48912,170338,550,735
16945,16991,552209,550,735
16946,36186,264270,554,372
16956,21712,634770,550,735
16957,31551,383182,550,735
16959,36532,657151,550,372
16962,32785,352004,550,735
16979,15842,851802,550,372
17004,34750,383182,550,735
17010,38990,383182,550,735
17011,31771,587089,550,735
17032,26990,898628,554,372
17035,57990,435329,550,735
17036,50882,328429,554,735
17037,28450,775640,550,372
17040,28881,407936,550,735
17042,61682,328429,550,735
17047,19943,898628,178,372
17048,19776,898628,178,372
17053,27840,199117,550,372
17062,22182,500207,550,735
17068,27685,407936,550,735
17071,25404,898628,550,735
17072,14802,942607,550,735
17073,22594,898628,550,735
17079,33991,775640,550,372
17085,23726,407936,554,372
17086,37376,199117,554,735
17092,21145,587089,550,372
17106,29985,657151,554,735
17113,63806,666178,554,735
17114,78386,423709,554,735
17118,18672,608651,550,735
17123,28024,657151,550,735
17137,22250,689028,550,735
17138,25995,252073,550,735
17142,32995,199117,554,735
17144,24995,104775,554,372
17153,12321,741870,550,735
17156,26495,505571,550,735
17159,14995,765486,178,735
17160,24995,637136,554,735
17163,36995,407338,550,372
17182,23956,898628,554,735
17201,38995,772741,550,735
17205,35995,199117,550,478
17206,14995,144106,550,372
17208,25995,823569,550,372
17210,46995,845910,550,372
17218,36995,575740,554,735
17221,19995,213582,550,372
17225,17300,762890,178,372
17239,11995,399264,550,372
17240,11970,741870,550,735
17245,43716,328429,554,735
17248,31116,383182,554,735
17249,30494,199117,550,478
17252,25406,252073,554,735
17253,27916,199117,554,735
17257,46740,328429,554,735
17259,37995,657151,550,372
17272,43706,328429,554,735
17276,26482,637136,550,735
17280,15560,746874,550,735
17281,11040,631426,178,735
17283,17500,762890,550,372
17289,48143,328429,550,735
17292,33313,383182,550,735
17294,47712,328429,550,735
17296,48422,328429,550,735
17297,30552,657151,550,735
17298,35362,383182,550,735
17310,64652,127070,554,372
17311,30890,637136,550,372
17320,18022,587089,550,372
17321,50382,328429,550,735
17325,30180,587089,554,735
17326,30995,637136,554,372
17329,17732,678302,550,372
17332,31196,383182,554,735
17335,33900,199117,550,735
17340,32345,383182,550,735
17346,46996,328429,554,735
17348,19161,261649,550,735
17352,46496,328429,550,735
17354,24730,657151,550,735
17356,47902,328429,550,735
17357,33972,383182,550,735
17358,22491,587089,550,372
17359,30522,199117,550,735
17360,22072,603116,550,735
17377,12991,851802,550,735
17398,21992,407936,178,735
17400,24352,407936,550,372
17401,39792,452024,550,372
17405,32950,812163,550,372
17407,43995,273444,550,735
