sale_id,car_id,customer_id,purchase_date
11340,13486,7497,"2019-07-04 00:00:00"
11341,14983,7026,"2019-11-28 00:00:00"
11342,70638,4612,"2019-09-17 00:00:00"
11343,75696,1904,"2020-10-11 00:00:00"
11344,18491,7984,"2020-06-13 00:00:00"
11345,7285,4900,"2020-05-25 00:00:00"
11346,20675,1175,"2020-02-19 00:00:00"
11347,21961,2609,"2020-03-17 00:00:00"
11348,63207,1671,"2019-03-06 00:00:00"
11349,46430,4859,"2019-06-30 00:00:00"
11350,35264,6561,"2019-06-08 00:00:00"
11351,63330,1284,"2020-07-08 00:00:00"
11352,41180,1130,"2020-03-14 00:00:00"
11353,29885,5880,"2019-12-18 00:00:00"
11354,50869,2909,"2020-07-12 00:00:00"
11355,6666,8628,"2020-09-27 00:00:00"
11356,43321,7967,"2020-02-01 00:00:00"
11357,36060,1959,"2020-08-28 00:00:00"
11358,18749,3500,"2020-08-28 00:00:00"
11359,33819,4516,"2019-03-06 00:00:00"
11360,24520,420,"2019-09-14 00:00:00"
11361,45980,7067,"2020-02-01 00:00:00"
11362,29920,6017,"2019-10-16 00:00:00"
11363,29597,6071,"2020-11-16 00:00:00"
11364,32149,4786,"2019-01-19 00:00:00"
11365,38384,5690,"2020-06-21 00:00:00"
11366,73729,1428,"2020-02-23 00:00:00"
11367,17400,7661,"2019-01-08 00:00:00"
11368,33092,5444,"2019-05-27 00:00:00"
11369,47952,6012,"2020-01-04 00:00:00"
11370,34795,5898,"2019-06-10 00:00:00"
11371,34377,3724,"2019-02-27 00:00:00"
11372,47064,5661,"2019-03-25 00:00:00"
11373,57597,1810,"2020-04-21 00:00:00"
11374,30205,426,"2019-04-08 00:00:00"
11375,62332,4947,"2019-11-18 00:00:00"
11376,59879,6277,"2019-04-28 00:00:00"
11377,26072,7121,"2020-01-18 00:00:00"
11378,36562,1231,"2020-01-28 00:00:00"
11379,62387,3089,"2019-02-18 00:00:00"
11380,29827,2748,"2019-12-31 00:00:00"
11381,17443,3439,"2020-11-22 00:00:00"
11382,57753,492,"2019-07-06 00:00:00"
11383,75789,7372,"2020-02-21 00:00:00"
11384,15847,4769,"2019-09-24 00:00:00"
11385,21716,7501,"2020-11-17 00:00:00"
11386,58908,6349,"2019-04-26 00:00:00"
11387,28744,3370,"2019-05-25 00:00:00"
11388,60156,7991,"2020-08-18 00:00:00"
11389,63989,3402,"2020-08-12 00:00:00"
11390,5494,5271,"2019-06-04 00:00:00"
11391,14121,7355,"2020-05-16 00:00:00"
11392,19701,1496,"2019-03-29 00:00:00"
11393,18641,1818,"2019-01-10 00:00:00"
11394,32284,5822,"2020-05-21 00:00:00"
11395,46952,3967,"2019-08-15 00:00:00"
11396,51661,4031,"2020-02-21 00:00:00"
11397,858,234,"2019-09-26 00:00:00"
11398,58450,3578,"2019-11-13 00:00:00"
11399,28710,2640,"2020-03-02 00:00:00"
11400,647,196,"2019-04-10 00:00:00"
11401,40073,6389,"2020-03-14 00:00:00"
11402,30378,4785,"2019-03-01 00:00:00"
11403,43595,7836,"2019-01-20 00:00:00"
11404,25835,7147,"2019-12-20 00:00:00"
11405,25998,6861,"2019-08-05 00:00:00"
11406,22406,259,"2020-01-16 00:00:00"
11407,3168,4715,"2020-10-16 00:00:00"
11408,36657,5113,"2020-10-25 00:00:00"
11409,52549,3961,"2020-09-18 00:00:00"
11410,69214,2622,"2019-06-23 00:00:00"
11411,44570,4627,"2019-11-02 00:00:00"
11412,52239,6366,"2019-08-16 00:00:00"
11413,38987,8282,"2019-08-07 00:00:00"
11414,10283,478,"2020-10-25 00:00:00"
11415,60149,3252,"2020-09-24 00:00:00"
11416,24008,8728,"2019-01-30 00:00:00"
11417,65369,5576,"2020-09-30 00:00:00"
11418,70540,668,"2019-09-04 00:00:00"
11419,16612,675,"2020-09-18 00:00:00"
11420,64333,7218,"2019-02-08 00:00:00"
11421,25060,810,"2020-05-10 00:00:00"
11422,61364,5712,"2020-09-29 00:00:00"
11423,60936,1380,"2020-04-30 00:00:00"
11424,37881,4327,"2020-10-31 00:00:00"
11425,58159,6872,"2020-02-29 00:00:00"
11426,60632,5285,"2020-11-03 00:00:00"
11427,50216,8165,"2019-02-11 00:00:00"
11428,19565,2066,"2019-09-02 00:00:00"
11429,21227,6644,"2020-11-23 00:00:00"
11430,17414,4698,"2020-12-04 00:00:00"
11431,65649,8928,"2019-01-25 00:00:00"
11432,36373,7926,"2019-09-03 00:00:00"
11433,13195,939,"2020-10-06 00:00:00"
11434,8673,7054,"2020-09-30 00:00:00"
11435,38370,1334,"2020-01-16 00:00:00"
11436,21967,5789,"2020-05-05 00:00:00"
11437,8213,6722,"2019-09-24 00:00:00"
11438,1605,1485,"2019-05-16 00:00:00"
11439,42934,6208,"2019-09-02 00:00:00"
11440,38269,7501,"2019-10-05 00:00:00"
11441,39058,5800,"2020-07-13 00:00:00"
11442,74518,6883,"2020-05-23 00:00:00"
11443,2351,7280,"2019-07-12 00:00:00"
11444,37604,4179,"2019-11-07 00:00:00"
11445,65539,5676,"2019-02-04 00:00:00"
11446,61339,7406,"2019-02-28 00:00:00"
11447,59274,8936,"2020-08-15 00:00:00"
11448,23554,4192,"2020-08-06 00:00:00"
11449,16580,4773,"2019-09-13 00:00:00"
11450,63195,757,"2020-11-09 00:00:00"
11451,74399,8235,"2020-01-19 00:00:00"
11452,73239,8991,"2020-10-10 00:00:00"
11453,56172,5382,"2019-04-08 00:00:00"
11454,23733,5948,"2020-04-14 00:00:00"
11455,26582,2449,"2019-06-05 00:00:00"
11456,18354,7389,"2020-01-26 00:00:00"
11457,4226,3342,"2019-04-18 00:00:00"
11458,71132,1410,"2019-02-01 00:00:00"
11459,70951,5711,"2019-07-19 00:00:00"
11460,38872,8636,"2020-02-21 00:00:00"
11461,23725,5530,"2020-05-12 00:00:00"
11462,22898,5133,"2020-04-15 00:00:00"
11463,4143,8549,"2019-02-10 00:00:00"
11464,63655,6218,"2020-01-18 00:00:00"
11465,55191,1897,"2019-05-28 00:00:00"
11466,4380,3050,"2019-04-06 00:00:00"
11467,23059,6307,"2020-10-08 00:00:00"
11468,64320,7782,"2019-10-18 00:00:00"
11469,61189,6467,"2020-05-01 00:00:00"
11470,68543,6350,"2019-09-05 00:00:00"
11471,17592,5409,"2019-12-10 00:00:00"
11472,45088,7585,"2020-06-02 00:00:00"
11473,853,1965,"2020-05-02 00:00:00"
11474,9797,4909,"2019-04-09 00:00:00"
11475,42973,6252,"2019-08-29 00:00:00"
11476,3767,2550,"2020-08-13 00:00:00"
11477,63289,1696,"2020-06-14 00:00:00"
11478,54086,7878,"2020-08-23 00:00:00"
11479,64465,3815,"2020-04-03 00:00:00"
11480,48054,6675,"2020-05-18 00:00:00"
11481,69029,2216,"2019-09-10 00:00:00"
11482,6509,4237,"2020-11-03 00:00:00"
11483,23855,1889,"2019-06-30 00:00:00"
11484,32268,5443,"2020-02-24 00:00:00"
11485,3633,2676,"2019-01-05 00:00:00"
11486,21574,3767,"2020-09-27 00:00:00"
11487,51232,2686,"2020-07-14 00:00:00"
11488,70330,1571,"2020-03-22 00:00:00"
11489,5707,1254,"2019-08-25 00:00:00"
11490,52014,7794,"2019-02-18 00:00:00"
11491,48917,877,"2019-09-26 00:00:00"
11492,64304,1698,"2020-11-22 00:00:00"
11493,1511,4978,"2020-09-16 00:00:00"
11494,10800,8728,"2020-03-01 00:00:00"
11495,27850,6634,"2019-11-05 00:00:00"
11496,52304,4565,"2019-03-10 00:00:00"
11497,68250,5585,"2019-05-03 00:00:00"
11498,20809,8989,"2019-06-27 00:00:00"
11499,5027,8288,"2020-02-08 00:00:00"
11500,32171,2671,"2020-11-09 00:00:00"
11501,56672,6549,"2020-05-14 00:00:00"
11502,62083,7876,"2019-07-19 00:00:00"
11503,46105,6057,"2019-05-11 00:00:00"
11504,42466,1214,"2020-09-27 00:00:00"
11505,14627,1095,"2020-07-09 00:00:00"
11506,28085,8005,"2019-01-19 00:00:00"
11507,23866,6514,"2020-07-24 00:00:00"
11508,1844,2050,"2020-04-07 00:00:00"
11509,9345,2582,"2019-08-30 00:00:00"
11510,62558,4880,"2020-10-29 00:00:00"
11511,66695,7740,"2020-08-29 00:00:00"
11512,38665,5914,"2019-12-05 00:00:00"
11513,57709,8676,"2019-12-05 00:00:00"
11514,28591,13,"2019-12-30 00:00:00"
11515,28694,1363,"2019-03-21 00:00:00"
11516,56228,5369,"2020-04-30 00:00:00"
11517,23573,8271,"2019-05-18 00:00:00"
11518,46244,7473,"2020-12-06 00:00:00"
11519,1586,8422,"2020-06-24 00:00:00"
11520,42435,960,"2020-09-03 00:00:00"
11521,40100,7199,"2019-09-14 00:00:00"
11522,72442,2943,"2020-05-20 00:00:00"
11523,31704,6638,"2020-10-14 00:00:00"
11524,63303,1156,"2020-03-28 00:00:00"
11525,31525,160,"2019-12-31 00:00:00"
11526,2354,6883,"2019-12-17 00:00:00"
11527,71178,3326,"2019-03-06 00:00:00"
11528,41953,6743,"2019-12-26 00:00:00"
11529,68253,691,"2020-09-25 00:00:00"
11530,18201,6849,"2019-12-13 00:00:00"
11531,43594,8500,"2019-05-10 00:00:00"
11532,60219,6658,"2020-06-01 00:00:00"
11533,40454,4082,"2020-01-08 00:00:00"
11534,71992,7513,"2019-05-18 00:00:00"
11535,41533,7124,"2020-10-29 00:00:00"
11536,66395,511,"2019-09-19 00:00:00"
11537,2639,6632,"2020-01-20 00:00:00"
11538,10071,3965,"2019-02-12 00:00:00"
11539,5776,1720,"2020-11-16 00:00:00"
11540,54827,6901,"2020-11-28 00:00:00"
11541,41546,5720,"2020-03-01 00:00:00"
11542,2809,4542,"2020-08-10 00:00:00"
11543,75055,2053,"2020-05-10 00:00:00"
11544,40023,2356,"2019-03-30 00:00:00"
11545,36755,8466,"2020-05-26 00:00:00"
11546,4065,6558,"2020-01-27 00:00:00"
11547,36578,2228,"2020-09-17 00:00:00"
11548,75594,8186,"2019-03-20 00:00:00"
11549,51206,5676,"2019-10-30 00:00:00"
11550,43059,4776,"2019-07-25 00:00:00"
11551,35224,6413,"2020-07-05 00:00:00"
11552,53490,8558,"2020-07-31 00:00:00"
11553,503,1419,"2019-02-28 00:00:00"
11554,60616,7410,"2020-05-29 00:00:00"
11555,55527,3278,"2020-03-28 00:00:00"
11556,39115,4778,"2020-11-12 00:00:00"
11557,21267,1438,"2020-05-24 00:00:00"
11558,54242,5081,"2019-05-28 00:00:00"
11559,9607,6305,"2020-05-19 00:00:00"
11560,10599,8869,"2019-04-20 00:00:00"
11561,38738,8973,"2020-07-29 00:00:00"
11562,71812,4162,"2019-06-07 00:00:00"
11563,3800,2816,"2019-05-29 00:00:00"
11564,26528,2599,"2020-11-02 00:00:00"
11565,39752,2675,"2020-07-28 00:00:00"
11566,40158,4344,"2019-10-31 00:00:00"
11567,63308,7587,"2019-04-10 00:00:00"
11568,74502,495,"2019-03-27 00:00:00"
11569,18348,8803,"2020-11-29 00:00:00"
11570,10264,7880,"2020-09-01 00:00:00"
11571,17702,1678,"2020-10-06 00:00:00"
11572,42030,7613,"2020-08-02 00:00:00"
11573,1959,4956,"2019-08-23 00:00:00"
11574,43701,5173,"2020-06-16 00:00:00"
11575,59494,8036,"2019-08-16 00:00:00"
11576,49055,8625,"2020-01-19 00:00:00"
11577,5753,1667,"2019-10-14 00:00:00"
11578,14732,5979,"2020-03-21 00:00:00"
11579,13472,3993,"2020-11-05 00:00:00"
11580,6236,7577,"2019-11-17 00:00:00"
11581,26162,7849,"2020-07-05 00:00:00"
11582,54598,5277,"2020-02-14 00:00:00"
11583,2701,7323,"2019-12-20 00:00:00"
11584,50310,4198,"2020-05-24 00:00:00"
11585,32939,3254,"2019-12-19 00:00:00"
11586,46794,8671,"2020-03-29 00:00:00"
11587,40229,8815,"2019-12-17 00:00:00"
11588,32043,1186,"2019-07-08 00:00:00"
11589,53393,2763,"2020-04-15 00:00:00"
11590,64326,4113,"2019-09-15 00:00:00"
11591,65842,6508,"2020-07-27 00:00:00"
11592,3713,6086,"2020-08-13 00:00:00"
11593,57762,3395,"2019-10-17 00:00:00"
11594,48952,816,"2019-12-08 00:00:00"
11595,28873,3735,"2019-01-09 00:00:00"
11596,41630,3331,"2020-10-20 00:00:00"
11597,25066,2255,"2020-03-28 00:00:00"
11598,57539,6893,"2020-09-17 00:00:00"
11599,56420,7274,"2020-05-20 00:00:00"
11600,19222,7712,"2020-03-02 00:00:00"
11601,64851,7166,"2020-10-20 00:00:00"
11602,49449,1754,"2020-01-06 00:00:00"
11603,67530,8998,"2020-05-18 00:00:00"
11604,56447,3920,"2020-11-25 00:00:00"
11605,3613,7375,"2019-11-09 00:00:00"
11606,50952,8963,"2019-08-25 00:00:00"
11607,19159,5200,"2019-12-04 00:00:00"
11608,57556,226,"2019-11-01 00:00:00"
11609,51954,7318,"2019-02-01 00:00:00"
11610,70355,2693,"2020-10-03 00:00:00"
11611,26032,2673,"2019-03-19 00:00:00"
11612,41798,3880,"2019-02-26 00:00:00"
11613,21005,4974,"2019-12-02 00:00:00"
11614,44877,7372,"2019-11-12 00:00:00"
11615,16759,2570,"2020-07-11 00:00:00"
11616,15712,812,"2019-04-23 00:00:00"
11617,37089,6322,"2019-05-28 00:00:00"
11618,72722,5290,"2019-08-09 00:00:00"
11619,39371,3547,"2020-03-28 00:00:00"
11620,19198,8742,"2019-05-26 00:00:00"
11621,23369,8392,"2019-02-14 00:00:00"
11622,48299,891,"2019-07-16 00:00:00"
11623,15884,1127,"2020-02-18 00:00:00"
11624,42854,2514,"2019-03-28 00:00:00"
11625,57613,1640,"2019-09-22 00:00:00"
11626,74970,1852,"2019-06-10 00:00:00"
11627,52893,2860,"2019-11-06 00:00:00"
11628,39912,8905,"2020-06-29 00:00:00"
11629,48581,1567,"2020-07-20 00:00:00"
11630,19101,4255,"2020-08-12 00:00:00"
11631,4522,699,"2019-10-07 00:00:00"
11632,62941,5903,"2019-01-18 00:00:00"
11633,47325,2630,"2020-03-30 00:00:00"
11634,10529,425,"2019-11-22 00:00:00"
11635,64897,5988,"2020-07-02 00:00:00"
11636,35710,5517,"2020-07-26 00:00:00"
11637,49027,2020,"2020-02-01 00:00:00"
11638,71781,3966,"2020-10-29 00:00:00"
11639,17812,5921,"2019-08-26 00:00:00"
11640,71895,365,"2019-11-25 00:00:00"
11641,8661,7555,"2019-11-21 00:00:00"
11642,75228,985,"2020-01-18 00:00:00"
11643,6469,3722,"2019-12-08 00:00:00"
11644,4593,5232,"2020-09-06 00:00:00"
11645,49329,4927,"2020-02-29 00:00:00"
11646,32296,1066,"2020-06-25 00:00:00"
11647,6194,7900,"2020-12-02 00:00:00"
11648,2764,8175,"2020-08-27 00:00:00"
11649,56270,6441,"2019-09-10 00:00:00"
11650,6769,84,"2019-01-04 00:00:00"
11651,64268,5053,"2020-08-22 00:00:00"
11652,72691,7121,"2020-10-24 00:00:00"
11653,4420,6596,"2020-09-04 00:00:00"
11654,7899,3820,"2020-04-06 00:00:00"
11655,17708,6154,"2020-04-02 00:00:00"
11656,32036,7260,"2019-05-01 00:00:00"
11657,34496,6743,"2019-04-07 00:00:00"
11658,48318,4395,"2019-05-10 00:00:00"
11659,67655,2505,"2020-04-30 00:00:00"
11660,13370,3650,"2019-03-29 00:00:00"
11661,44769,6894,"2019-03-09 00:00:00"
11662,57794,3424,"2019-07-20 00:00:00"
11663,34364,5260,"2019-03-18 00:00:00"
11664,73849,8045,"2019-10-21 00:00:00"
11665,46013,6374,"2020-02-26 00:00:00"
11666,45063,7148,"2020-05-19 00:00:00"
11667,70542,5119,"2019-12-17 00:00:00"
11668,42298,3876,"2020-07-31 00:00:00"
11669,5766,8768,"2020-07-10 00:00:00"
11670,67747,1215,"2019-01-06 00:00:00"
11671,19417,5662,"2020-04-05 00:00:00"
11672,25837,106,"2019-07-27 00:00:00"
11673,60818,1284,"2019-04-27 00:00:00"
11674,61813,2060,"2020-10-10 00:00:00"
11675,63122,4196,"2019-10-15 00:00:00"
11676,40869,2538,"2020-06-11 00:00:00"
11677,48159,3312,"2020-06-30 00:00:00"
11678,67910,7554,"2019-09-01 00:00:00"
11679,28263,5855,"2020-04-20 00:00:00"
11680,28100,3555,"2020-02-21 00:00:00"
11681,34475,2576,"2020-10-06 00:00:00"
11682,33342,4015,"2020-09-21 00:00:00"
11683,72687,5718,"2019-05-21 00:00:00"
11684,13655,5146,"2019-03-04 00:00:00"
11685,34658,8942,"2019-06-26 00:00:00"
11686,50293,4602,"2019-05-01 00:00:00"
11687,75002,7672,"2020-05-27 00:00:00"
11688,26157,2046,"2020-07-24 00:00:00"
11689,164,5185,"2019-03-04 00:00:00"
11690,73423,1157,"2020-02-24 00:00:00"
11691,56585,4606,"2020-11-29 00:00:00"
11692,42271,6854,"2019-04-03 00:00:00"
11693,71635,911,"2019-11-16 00:00:00"
11694,39720,1974,"2019-09-25 00:00:00"
11695,14669,2891,"2019-03-03 00:00:00"
11696,4503,545,"2019-12-25 00:00:00"
11697,40730,7465,"2019-05-11 00:00:00"
11698,70576,7296,"2019-02-02 00:00:00"
11699,3016,5901,"2019-10-01 00:00:00"
11700,58483,4173,"2019-01-02 00:00:00"
11701,16398,7998,"2019-10-25 00:00:00"
11702,9178,8090,"2019-10-27 00:00:00"
11703,56764,1905,"2020-06-07 00:00:00"
11704,59868,255,"2020-07-15 00:00:00"
11705,73792,4672,"2020-02-16 00:00:00"
11706,67870,8249,"2019-10-17 00:00:00"
11707,64339,902,"2019-10-02 00:00:00"
11708,1014,1998,"2020-01-24 00:00:00"
11709,43005,2923,"2020-08-01 00:00:00"
11710,39794,3489,"2019-12-26 00:00:00"
11711,8733,7340,"2019-10-31 00:00:00"
11712,42074,771,"2019-07-26 00:00:00"
11713,41050,1777,"2020-07-29 00:00:00"
11714,36157,5460,"2019-07-25 00:00:00"
11715,12533,2071,"2020-01-08 00:00:00"
11716,11876,8735,"2019-10-09 00:00:00"
11717,6409,7319,"2020-07-09 00:00:00"
11718,72792,3631,"2019-02-22 00:00:00"
11719,6306,4846,"2020-06-27 00:00:00"
11720,33737,5029,"2019-09-16 00:00:00"
11721,52231,3088,"2019-03-21 00:00:00"
11722,75548,4772,"2019-09-07 00:00:00"
11723,3597,5724,"2020-06-15 00:00:00"
11724,48644,8657,"2019-07-19 00:00:00"
11725,16476,5256,"2019-06-27 00:00:00"
11726,22765,2850,"2020-03-01 00:00:00"
11727,56247,7698,"2020-09-26 00:00:00"
11728,44839,8557,"2019-09-28 00:00:00"
11729,17595,8450,"2020-10-22 00:00:00"
11730,22194,540,"2019-05-24 00:00:00"
11731,57100,1668,"2019-11-25 00:00:00"
11732,37628,482,"2020-10-29 00:00:00"
11733,37157,2705,"2020-02-07 00:00:00"
11734,72890,8603,"2019-08-13 00:00:00"
11735,28963,4920,"2020-09-22 00:00:00"
11736,73480,5653,"2019-08-20 00:00:00"
11737,62420,7808,"2019-11-16 00:00:00"
11738,24560,2896,"2020-06-25 00:00:00"
11739,52402,1949,"2019-02-06 00:00:00"
11740,11222,5606,"2020-02-27 00:00:00"
11741,53138,3615,"2019-12-22 00:00:00"
11742,58722,1533,"2019-02-11 00:00:00"
11743,43538,6349,"2019-06-05 00:00:00"
11744,59768,7830,"2020-02-15 00:00:00"
11745,34587,6016,"2020-05-07 00:00:00"
11746,29491,7881,"2020-04-25 00:00:00"
11747,42361,6473,"2020-06-10 00:00:00"
11748,11413,996,"2020-06-21 00:00:00"
11749,64435,911,"2019-02-04 00:00:00"
11750,32950,7364,"2019-07-17 00:00:00"
11751,60892,2284,"2020-07-05 00:00:00"
11752,70235,5300,"2020-03-17 00:00:00"
11753,75619,1319,"2020-08-04 00:00:00"
11754,28617,4741,"2020-02-08 00:00:00"
11755,65896,8095,"2020-01-10 00:00:00"
11756,20972,2672,"2019-04-01 00:00:00"
11757,22443,7396,"2020-02-03 00:00:00"
11758,68308,432,"2019-06-28 00:00:00"
11759,48933,1758,"2019-01-18 00:00:00"
11760,42147,6473,"2019-05-23 00:00:00"
11761,27576,8288,"2019-03-11 00:00:00"
11762,42151,5187,"2019-06-05 00:00:00"
11763,548,7114,"2019-05-22 00:00:00"
11764,64491,8557,"2020-11-11 00:00:00"
11765,54299,7814,"2020-10-09 00:00:00"
11766,59477,3132,"2019-10-16 00:00:00"
11767,13778,4904,"2020-09-29 00:00:00"
11768,56962,3995,"2019-01-29 00:00:00"
11769,41463,5804,"2019-08-18 00:00:00"
11770,2967,4972,"2020-04-01 00:00:00"
11771,28621,6621,"2019-02-25 00:00:00"
11772,15870,542,"2019-06-09 00:00:00"
11773,24930,7135,"2019-08-07 00:00:00"
11774,10701,4714,"2020-01-16 00:00:00"
11775,74253,5010,"2020-09-19 00:00:00"
11776,11335,2719,"2020-01-28 00:00:00"
11777,67454,4724,"2020-09-01 00:00:00"
11778,12228,8852,"2019-05-16 00:00:00"
11779,26210,3075,"2020-09-11 00:00:00"
11780,57664,1832,"2019-04-14 00:00:00"
11781,50731,598,"2019-03-21 00:00:00"
11782,74213,4603,"2020-09-06 00:00:00"
11783,59577,5236,"2019-10-27 00:00:00"
11784,15626,1065,"2020-01-11 00:00:00"
11785,7303,6706,"2019-11-20 00:00:00"
11786,29449,8156,"2020-10-03 00:00:00"
11787,34015,6417,"2019-01-04 00:00:00"
11788,64209,3963,"2020-02-11 00:00:00"
11789,38521,4811,"2020-07-19 00:00:00"
11790,16208,1209,"2019-09-18 00:00:00"
11791,39703,8990,"2019-09-02 00:00:00"
11792,53189,3414,"2019-03-24 00:00:00"
11793,47847,4669,"2020-03-01 00:00:00"
11794,75773,5262,"2020-11-10 00:00:00"
11795,15000,2387,"2019-03-26 00:00:00"
11796,9652,6323,"2019-03-27 00:00:00"
11797,10577,1904,"2019-03-25 00:00:00"
11798,36919,320,"2020-07-31 00:00:00"
11799,74953,5974,"2020-06-28 00:00:00"
11800,67288,5681,"2019-12-25 00:00:00"
11801,51183,8470,"2019-08-08 00:00:00"
11802,57019,6176,"2020-03-04 00:00:00"
11803,20319,7726,"2019-08-12 00:00:00"
11804,33042,5676,"2019-09-07 00:00:00"
11805,49483,24,"2019-11-28 00:00:00"
11806,58588,2112,"2020-10-14 00:00:00"
11807,4267,1337,"2019-08-11 00:00:00"
11808,16194,5241,"2019-01-12 00:00:00"
11809,20881,3279,"2019-09-28 00:00:00"
11810,56379,7058,"2020-09-19 00:00:00"
11811,53573,5251,"2020-08-23 00:00:00"
11812,48365,93,"2019-10-08 00:00:00"
11813,8629,2127,"2020-06-19 00:00:00"
11814,25153,6373,"2020-11-25 00:00:00"
11815,40297,58,"2020-06-02 00:00:00"
11816,38547,3678,"2020-09-26 00:00:00"
11817,50224,681,"2020-08-05 00:00:00"
11818,6253,3304,"2019-05-04 00:00:00"
11819,70116,841,"2020-03-13 00:00:00"
11820,67727,5399,"2019-11-14 00:00:00"
11821,6921,2175,"2020-08-11 00:00:00"
11822,3368,6657,"2020-02-07 00:00:00"
11823,65234,8313,"2020-11-15 00:00:00"
11824,11525,5130,"2019-09-28 00:00:00"
11825,13683,1557,"2020-02-21 00:00:00"
11826,7265,8310,"2019-12-09 00:00:00"
11827,62845,5446,"2020-01-12 00:00:00"
11828,61383,310,"2020-12-02 00:00:00"
11829,45838,5949,"2020-04-23 00:00:00"
11830,73695,114,"2019-05-08 00:00:00"
11831,39075,1266,"2020-03-25 00:00:00"
11832,18249,3044,"2019-09-27 00:00:00"
11833,53980,6967,"2019-03-13 00:00:00"
11834,34546,1035,"2020-03-27 00:00:00"
11835,13374,914,"2020-08-21 00:00:00"
11836,36004,6575,"2019-07-01 00:00:00"
11837,71243,7293,"2020-10-06 00:00:00"
11838,42575,1848,"2019-08-11 00:00:00"
11839,63018,6157,"2019-04-04 00:00:00"
11840,22948,6048,"2020-03-01 00:00:00"
11841,67166,7484,"2020-09-11 00:00:00"
11842,48405,4616,"2020-03-19 00:00:00"
11843,42049,2175,"2019-07-28 00:00:00"
11844,19388,2720,"2019-10-12 00:00:00"
11845,19738,1375,"2019-07-25 00:00:00"
11846,60834,4011,"2019-02-12 00:00:00"
11847,38288,3213,"2020-07-07 00:00:00"
11848,59900,2054,"2019-11-27 00:00:00"
11849,34112,3467,"2019-11-13 00:00:00"
11850,60963,2407,"2020-02-26 00:00:00"
11851,69178,4559,"2019-03-22 00:00:00"
11852,43658,3134,"2019-03-12 00:00:00"
11853,3333,4725,"2020-11-10 00:00:00"
11854,52121,2525,"2020-10-01 00:00:00"
11855,56772,3347,"2019-03-31 00:00:00"
11856,30647,1030,"2019-03-15 00:00:00"
11857,42874,8079,"2020-08-21 00:00:00"
11858,72898,2904,"2019-06-30 00:00:00"
11859,55499,8818,"2019-10-13 00:00:00"
11860,10300,674,"2020-09-07 00:00:00"
11861,29410,978,"2020-05-18 00:00:00"
11862,19772,2938,"2019-01-09 00:00:00"
11863,33553,321,"2020-08-24 00:00:00"
11864,43413,3881,"2020-06-13 00:00:00"
11865,73708,2448,"2020-07-22 00:00:00"
11866,56260,1983,"2019-03-15 00:00:00"
11867,35284,5468,"2019-12-04 00:00:00"
11868,60282,4354,"2019-09-09 00:00:00"
11869,16661,1576,"2020-06-14 00:00:00"
11870,43483,4070,"2019-12-23 00:00:00"
11871,24309,568,"2020-02-16 00:00:00"
11872,63712,4825,"2019-05-09 00:00:00"
11873,39471,2122,"2019-01-02 00:00:00"
11874,40350,415,"2020-09-28 00:00:00"
11875,62478,196,"2020-01-19 00:00:00"
11876,73768,8593,"2020-08-08 00:00:00"
11877,26453,1140,"2020-07-16 00:00:00"
11878,15415,8416,"2020-06-25 00:00:00"
11879,63763,198,"2019-05-02 00:00:00"
11880,35028,4862,"2019-09-10 00:00:00"
11881,69603,8487,"2019-03-15 00:00:00"
11882,5930,8455,"2020-01-18 00:00:00"
11883,22569,7519,"2019-12-21 00:00:00"
11884,29882,8185,"2020-08-18 00:00:00"
11885,69496,3475,"2020-04-11 00:00:00"
11886,55060,8010,"2019-08-31 00:00:00"
11887,3677,5799,"2019-01-06 00:00:00"
11888,49372,1166,"2020-03-05 00:00:00"
11889,37822,134,"2019-06-30 00:00:00"
11890,7097,5265,"2019-10-20 00:00:00"
11891,55704,7843,"2019-06-22 00:00:00"
11892,39644,7997,"2019-11-06 00:00:00"
11893,683,497,"2020-03-01 00:00:00"
11894,56427,6690,"2019-04-03 00:00:00"
11895,15987,2186,"2020-09-28 00:00:00"
11896,25149,6624,"2020-03-07 00:00:00"
11897,44680,1705,"2020-11-18 00:00:00"
11898,41346,6634,"2020-11-20 00:00:00"
11899,71694,5656,"2020-05-04 00:00:00"
11900,74487,6294,"2020-02-24 00:00:00"
11901,67316,6806,"2019-07-09 00:00:00"
11902,72681,2751,"2020-10-18 00:00:00"
11903,68102,6557,"2019-11-23 00:00:00"
11904,61301,6193,"2019-12-01 00:00:00"
11905,21498,3448,"2019-05-01 00:00:00"
11906,14994,7664,"2019-01-26 00:00:00"
11907,45321,6494,"2020-12-05 00:00:00"
11908,1524,5099,"2020-09-30 00:00:00"
11909,46741,1254,"2020-06-03 00:00:00"
11910,28712,764,"2020-10-02 00:00:00"
11911,19239,8348,"2020-09-21 00:00:00"
11912,39458,6226,"2020-03-14 00:00:00"
11913,23689,3662,"2019-02-09 00:00:00"
11914,29630,7087,"2020-07-22 00:00:00"
11915,50701,1761,"2020-10-19 00:00:00"
11916,39168,364,"2020-03-22 00:00:00"
11917,17289,6440,"2019-12-05 00:00:00"
11918,68273,2991,"2020-02-15 00:00:00"
11919,39320,8632,"2019-12-02 00:00:00"
11920,19337,2711,"2019-11-13 00:00:00"
11921,34437,2543,"2019-10-31 00:00:00"
11922,70460,3951,"2019-10-09 00:00:00"
11923,59135,6718,"2020-07-07 00:00:00"
11924,32176,6140,"2019-01-22 00:00:00"
