id,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,price_range,number_of_reviews,number_of_reviews_range,minimum_nights,reviews_per_month
65834,321934,Jessica,Brooklyn,"Park Slope","Entire home/apt",175,151-200,11,0-50,2,0.11
66008,322884,Melissa,Brooklyn,"Carroll Gardens","Entire home/apt",190,151-200,51,51-100,3,0.57
66026,322716,Alex,Brooklyn,"Crown Heights","Private room",49,0-50,15,0-50,21,0.15
66251,324460,Samir,Manhattan,"East Village","Entire home/apt",212,201-250,67,51-100,3,1.31
66275,314941,Tony,Manhattan,"Lower East Side","Private room",95,51-100,109,101-150,1,1.11
66451,325389,"Luis Fernando",Brooklyn,Williamsburg,"Entire home/apt",140,101-150,9,0-50,2,0.11
66718,136227,Henning,Manhattan,Harlem,"Entire home/apt",135,101-150,187,151-200,6,1.87
66741,327673,Stefano,Brooklyn,"Park Slope","Entire home/apt",150,101-150,214,201-250,2,2.08
66974,329436,Jana,Brooklyn,Gowanus,"Entire home/apt",190,151-200,69,51-100,3,0.79
67288,101597,Per,Manhattan,"East Harlem","Entire home/apt",124,101-150,22,0-50,28,0.26
67299,330347,Adrienne,Brooklyn,Williamsburg,"Entire home/apt",135,101-150,56,51-100,30,0.56
67397,332189,Elise,Manhattan,"Morningside Heights","Private room",122,101-150,93,51-100,3,0.93
68099,323517,Deda,Manhattan,"Upper West Side","Private room",109,101-150,104,101-150,1,1.05
68305,338454,Share,Manhattan,Harlem,"Private room",85,51-100,64,51-100,30,0.68
68403,240427,Naimah,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",145,101-150,127,101-150,3,1.25
68735,342054,Violetta,Manhattan,"Upper West Side","Entire home/apt",195,151-200,30,0-50,11,0.32
68765,282655,Jenna,Brooklyn,"Carroll Gardens","Entire home/apt",250,201-250,106,101-150,2,1.34
68900,343250,Jason,Brooklyn,Greenpoint,"Private room",125,101-150,6,0-50,3,0.1
68974,281229,Alicia,Manhattan,"Little Italy","Entire home/apt",575,250+,191,151-200,2,1.88
69894,352168,Silvia,Manhattan,"Upper West Side","Entire home/apt",150,101-150,48,0-50,30,0.55
69921,155689,Joab,Brooklyn,Bushwick,"Private room",70,51-100,47,0-50,5,0.49
70095,353965,"Mary And Geoff",Manhattan,Inwood,"Private room",90,51-100,120,101-150,2,1.27
70128,354330,Eyal,Manhattan,"East Village","Private room",65,51-100,52,51-100,3,0.63
70609,72062,Bruce,Manhattan,"East Village","Entire home/apt",500,250+,48,0-50,2,0.48
71010,361855,Kurt,Manhattan,"Washington Heights","Entire home/apt",250,201-250,32,0-50,3,0.43
71248,363834,Jennifer,Manhattan,Chinatown,"Entire home/apt",125,101-150,43,0-50,25,0.42
71366,364955,Ruperto,Manhattan,"West Village","Entire home/apt",200,151-200,39,0-50,30,0.44
71384,365153,Ben,Brooklyn,Greenpoint,"Entire home/apt",229,201-250,50,0-50,1,0.5
71812,369015,Thai,Bronx,Kingsbridge,"Entire home/apt",90,51-100,4,0-50,30,0.35
72190,373085,Hudson,Manhattan,"Upper West Side","Entire home/apt",110,101-150,38,0-50,13,0.39
72265,340692,Vanessa,Brooklyn,Greenpoint,"Private room",59,51-100,29,0-50,3,0.36
74073,211877,Daniel,Brooklyn,Williamsburg,"Entire home/apt",195,151-200,59,51-100,4,0.6
74240,389924,Patty,Brooklyn,Williamsburg,"Entire home/apt",169,151-200,68,51-100,1,0.67
74333,331328,Amir,Manhattan,"East Harlem","Entire home/apt",113,101-150,26,0-50,14,0.27
74404,391325,"G & S",Manhattan,Harlem,"Entire home/apt",250,201-250,31,0-50,14,0.31
74680,265109,Nazleen,Queens,Astoria,"Entire home/apt",115,101-150,198,151-200,2,2.01
74860,394752,Allison,Brooklyn,Greenpoint,"Private room",55,51-100,1,0-50,2,0.01
75193,308875,Scott,Brooklyn,Williamsburg,"Private room",69,51-100,220,201-250,2,2.17
75635,401696,Patricia,Manhattan,"Lower East Side","Entire home/apt",150,101-150,286,250+,3,2.81
76761,118971,Evelyn,Brooklyn,"South Slope","Entire home/apt",169,151-200,398,250+,2,3.97
77765,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",179,151-200,36,0-50,3,0.36
77936,134355,"Moss Owen",Manhattan,"Hell's Kitchen","Private room",150,101-150,36,0-50,3,0.36
78919,422561,Nancy,Brooklyn,"Boerum Hill","Entire home/apt",135,101-150,6,0-50,4,0.1
79067,425506,Bliss,Brooklyn,"Clinton Hill","Entire home/apt",350,250+,14,0-50,6,0.3
79782,430188,Pam,Brooklyn,Williamsburg,"Private room",120,101-150,76,51-100,14,0.76
80493,434987,Jennifer,Manhattan,"East Village","Private room",71,51-100,182,151-200,2,1.81
80684,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",349,250+,8,0-50,3,0.09
80700,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",349,250+,7,0-50,3,0.07
80924,438133,Ellis,Brooklyn,"Park Slope","Entire home/apt",165,151-200,34,0-50,30,0.51
81739,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",249,201-250,2,0-50,3,0.02
82549,448312,Christopher,Brooklyn,"Brooklyn Heights","Private room",100,51-100,66,51-100,3,0.68
82550,448312,Christopher,Brooklyn,"Brooklyn Heights","Entire home/apt",200,151-200,80,51-100,3,0.85
82638,449787,Sarah,Manhattan,"East Village","Entire home/apt",169,151-200,240,201-250,4,2.4
82928,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",185,151-200,46,0-50,3,1.07
83243,453519,Julian,Brooklyn,Bushwick,"Entire home/apt",65,51-100,228,201-250,2,2.27
83446,454756,Leslie,Brooklyn,"Fort Greene","Entire home/apt",130,101-150,5,0-50,35,0.05
83722,456638,Sophie,Brooklyn,Williamsburg,"Entire home/apt",199,151-200,8,0-50,30,0.11
83847,410094,Yvette,Manhattan,"East Village","Entire home/apt",225,201-250,33,0-50,2,0.33
84010,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",179,151-200,13,0-50,3,0.14
84059,459054,Famous,Brooklyn,"Crown Heights","Entire home/apt",150,101-150,5,0-50,5,0.05
84659,462776,Kyle,Manhattan,"East Village","Entire home/apt",139,101-150,388,250+,1,3.88
84905,464506,Ange,Manhattan,"Two Bridges","Private room",95,51-100,223,201-250,3,2.22
85094,322716,Alex,Brooklyn,"Crown Heights","Entire home/apt",79,51-100,11,0-50,15,0.11
86215,327900,T,Manhattan,"Lower East Side","Entire home/apt",150,101-150,151,151-200,2,1.51
89427,116599,Sahr,Brooklyn,"Clinton Hill","Entire home/apt",650,250+,0,0-50,5,NULL
89621,209460,Marylyn,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",90,51-100,218,201-250,3,2.26
93313,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",120,101-150,75,51-100,2,0.76
94035,35375,Savannah,Queens,Astoria,"Private room",80,51-100,42,0-50,1,1.21
94209,503800,Sadatu,Brooklyn,"Crown Heights","Entire home/apt",100,51-100,0,0-50,90,NULL
94477,478395,Jason,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",175,151-200,370,250+,2,3.74
94783,473113,Keishera,Brooklyn,"Crown Heights","Entire home/apt",120,101-150,104,101-150,5,1.04
95747,509341,Tessa,Brooklyn,Williamsburg,"Entire home/apt",140,101-150,13,0-50,7,0.13
95883,509918,Eduardo,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",200,151-200,4,0-50,5,0.07
96471,116599,Sahr,Brooklyn,"Clinton Hill","Private room",165,151-200,11,0-50,4,0.11
98330,31374,Shon,Manhattan,"Kips Bay","Entire home/apt",125,101-150,1,0-50,4,0.01
98663,520279,"Peter Michael",Manhattan,Chelsea,"Entire home/apt",130,101-150,19,0-50,30,0.19
99070,522065,"Liz And Melissa",Manhattan,"East Harlem","Shared room",65,51-100,131,101-150,7,1.31
99085,522164,Wanda,Brooklyn,"Fort Greene","Entire home/apt",123,101-150,15,0-50,30,0.15
100002,523218,Giorgio,Manhattan,"Washington Heights","Private room",67,51-100,136,101-150,2,1.37
100184,526653,NULL,Queens,"Queens Village","Private room",50,0-50,43,0-50,1,0.45
100186,526805,Mi,Brooklyn,Gowanus,"Entire home/apt",130,101-150,98,51-100,7,0.99
101053,530032,"Lee And Tara",Brooklyn,Williamsburg,"Private room",100,51-100,31,0-50,3,0.31
102995,178043,Chas,Manhattan,"Upper West Side","Entire home/apt",212,201-250,45,0-50,21,0.46
103161,465278,Ade,Brooklyn,Williamsburg,"Entire home/apt",190,151-200,124,101-150,3,1.76
103311,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",599,250+,9,0-50,3,0.09
103806,251176,Jason,Manhattan,"East Village","Entire home/apt",249,201-250,166,151-200,5,1.68
105469,547386,Michelle,Queens,"Rockaway Beach","Private room",70,51-100,13,0-50,27,0.13
105510,322716,Alex,Brooklyn,"Crown Heights","Entire home/apt",100,51-100,15,0-50,30,0.16
106363,551055,Alicia,Manhattan,Harlem,"Private room",60,51-100,380,250+,3,3.83
106647,552679,Olivia,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",135,101-150,86,51-100,2,0.87
107630,306739,Maya,Brooklyn,Greenpoint,"Entire home/apt",175,151-200,248,201-250,3,2.53
107895,3088389,Kai,Manhattan,"Upper West Side","Entire home/apt",120,101-150,49,0-50,5,0.56
110739,568568,Driss,Manhattan,Midtown,"Entire home/apt",169,151-200,54,51-100,18,0.57
112100,572527,Marine,Brooklyn,"Crown Heights","Entire home/apt",165,151-200,3,0-50,7,0.03
112304,573316,Kelli,Manhattan,Harlem,"Private room",90,51-100,1,0-50,1,0.02
112359,571952,Olivia,Manhattan,"Upper East Side","Entire home/apt",225,201-250,56,51-100,2,0.57
112435,181376,Carol,Brooklyn,"Fort Greene","Private room",95,51-100,163,151-200,2,1.66
113265,314582,Anthony,Brooklyn,"Crown Heights","Private room",55,51-100,247,201-250,2,2.51
113945,275582,Natalia,Manhattan,"Hell's Kitchen","Private room",85,51-100,116,101-150,10,1.17
114123,579495,Susi,Brooklyn,"South Slope","Entire home/apt",199,151-200,27,0-50,14,0.28
114229,314941,Tony,Manhattan,"Lower East Side","Entire home/apt",211,201-250,52,51-100,1,0.6
114969,582598,Andrey,Manhattan,Midtown,"Entire home/apt",145,101-150,39,0-50,6,0.4
115535,567187,Jane,Manhattan,Harlem,"Private room",65,51-100,35,0-50,14,0.35
115678,127772,Will,Manhattan,Harlem,"Entire home/apt",99,51-100,320,250+,1,3.23
115748,585166,Lilly,Queens,Astoria,"Entire home/apt",110,101-150,30,0-50,4,0.32
116940,209460,Marylyn,Brooklyn,"Crown Heights","Entire home/apt",80,51-100,225,201-250,3,2.27
117425,593115,LuLu,Brooklyn,"Brooklyn Heights","Entire home/apt",150,101-150,95,51-100,30,0.96
118061,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",110,101-150,70,51-100,4,0.75
118430,585458,Paul,Manhattan,Chelsea,"Private room",290,250+,35,0-50,2,0.36
118680,599354,Bobby,Manhattan,"East Village","Private room",87,51-100,0,0-50,2,NULL
120362,138069,Itamar,Brooklyn,Williamsburg,"Entire home/apt",190,151-200,50,0-50,4,0.51
121687,262812,Vikram,Brooklyn,Williamsburg,"Entire home/apt",200,151-200,29,0-50,2,0.31
121861,611716,Elizabeth,Brooklyn,"Park Slope","Entire home/apt",165,151-200,23,0-50,2,0.23
123784,617990,Christopher,Manhattan,Harlem,"Entire home/apt",110,101-150,142,101-150,2,1.44
125053,622460,Justin,Manhattan,"East Village","Entire home/apt",395,250+,70,51-100,2,0.73
125163,622855,Rodney,Brooklyn,Bedford-Stuyvesant,"Private room",99,51-100,38,0-50,2,0.54
125594,308652,Antonín,Brooklyn,Kensington,"Private room",39,0-50,82,51-100,1,0.94
126443,627217,Seith,Manhattan,"East Village","Entire home/apt",189,151-200,403,250+,2,4.1
126816,620288,Eric,Manhattan,"Upper West Side","Private room",85,51-100,3,0-50,1,0.03
127387,23276,Katharine,Brooklyn,Gowanus,"Entire home/apt",260,250+,3,0-50,30,0.03
128975,256161,Wayne,Manhattan,Harlem,"Entire home/apt",122,101-150,116,101-150,1,1.18
131154,275563,Lauren,Brooklyn,Greenpoint,"Entire home/apt",165,151-200,175,151-200,2,1.79
132516,85330,Jean,Queens,"Forest Hills","Entire home/apt",97,51-100,28,0-50,3,1.21
132570,651390,Catherine,Manhattan,"West Village","Entire home/apt",170,151-200,24,0-50,4,0.25
132695,507186,Holly,Brooklyn,Williamsburg,"Entire home/apt",125,101-150,15,0-50,2,0.15
133025,653405,Tracy,Manhattan,"Murray Hill","Private room",130,101-150,105,101-150,4,1.07
134934,652842,Giovanni,Brooklyn,Williamsburg,"Entire home/apt",225,201-250,22,0-50,10,0.38
135393,663764,Karen,Brooklyn,"East Flatbush","Private room",50,0-50,263,250+,2,2.69
135465,663879,Christopher,Brooklyn,"Fort Greene","Entire home/apt",170,151-200,86,51-100,3,0.91
135706,665013,Jeff,Manhattan,Chelsea,"Entire home/apt",132,101-150,10,0-50,4,0.1
136493,663384,Irena,Brooklyn,"Park Slope","Entire home/apt",250,201-250,18,0-50,7,0.21
138216,674970,Michael,Brooklyn,Greenpoint,"Entire home/apt",141,101-150,8,0-50,5,0.21
139624,680818,Jessica,Brooklyn,"Crown Heights","Entire home/apt",64,51-100,70,51-100,20,0.73
140133,622866,Daniel,Brooklyn,Williamsburg,"Entire home/apt",249,201-250,150,101-150,3,1.55
140425,683975,Ivy,Brooklyn,"Crown Heights","Private room",79,51-100,115,101-150,2,1.18
140973,686147,Dave,Manhattan,"East Village","Entire home/apt",185,151-200,69,51-100,2,0.71
141154,686768,Mark,Brooklyn,"Boerum Hill","Entire home/apt",120,101-150,232,201-250,3,2.41
141335,687361,Orna,Brooklyn,"Park Slope","Entire home/apt",495,250+,35,0-50,1,0.41
141890,689661,Allison,Manhattan,Nolita,"Entire home/apt",375,250+,18,0-50,3,0.21
141984,630453,Vanessa,Manhattan,Nolita,"Entire home/apt",175,151-200,68,51-100,3,0.69
142069,277747,Josh,Manhattan,"East Village","Entire home/apt",150,101-150,22,0-50,4,0.23
144087,616825,Rinaldo,Manhattan,Harlem,"Entire home/apt",259,250+,17,0-50,8,0.17
144148,299755,Jonathan,Manhattan,"East Village","Private room",96,51-100,34,0-50,1,0.58
145064,404424,Oliver,Brooklyn,Williamsburg,"Entire home/apt",145,101-150,8,0-50,7,0.08
145188,703156,Kristin,Manhattan,Chelsea,"Entire home/apt",200,151-200,0,0-50,4,NULL
145994,706418,Carolyn,Manhattan,"Upper West Side","Entire home/apt",95,51-100,2,0-50,5,0.08
146754,709434,Meighan,Brooklyn,"Windsor Terrace","Entire home/apt",250,201-250,52,51-100,4,0.72
147586,709334,Julie,Manhattan,Harlem,"Entire home/apt",295,250+,74,51-100,2,0.76
148201,715807,John,Manhattan,"Greenwich Village","Entire home/apt",175,151-200,18,0-50,3,0.19
148259,716064,Mihalis,Brooklyn,Williamsburg,"Entire home/apt",451,250+,72,51-100,2,0.86
148825,718349,B.,Manhattan,"Upper West Side","Entire home/apt",165,151-200,191,151-200,2,2.18
149287,720320,Nancy,Manhattan,"Upper East Side","Entire home/apt",250,201-250,0,0-50,4,NULL
149777,716306,"Dee, Dre & Mama Shelley",Bronx,Woodlawn,"Entire home/apt",77,51-100,197,151-200,1,2.49
150804,726333,Peter,Manhattan,"Lower East Side","Entire home/apt",250,201-250,19,0-50,4,0.2
151199,722320,"Gladys & Bob",Queens,Astoria,"Entire home/apt",129,101-150,414,250+,1,4.34
151478,216191,M,Brooklyn,Williamsburg,"Private room",98,51-100,8,0-50,2,0.09
152071,731855,Wendy,Brooklyn,"Park Slope","Entire home/apt",150,101-150,0,0-50,2,NULL
152078,731904,Ewelina,Manhattan,"East Village","Private room",95,51-100,25,0-50,7,0.3
152259,256161,Wayne,Manhattan,Harlem,"Private room",55,51-100,119,101-150,3,1.22
152263,732535,William,Manhattan,Harlem,"Entire home/apt",300,250+,203,201-250,2,2.14
152520,733894,Lucy,Queens,Sunnyside,"Private room",42,0-50,53,51-100,40,0.55
153405,737585,Pat,Brooklyn,Greenpoint,"Entire home/apt",125,101-150,104,101-150,2,1.09
153780,739499,Donna,Manhattan,"East Village","Private room",175,151-200,175,151-200,3,1.8
154934,745069,Kimberly,Manhattan,Harlem,"Private room",75,51-100,38,0-50,3,0.42
155296,656841,Meredith,Brooklyn,Williamsburg,"Entire home/apt",255,250+,39,0-50,45,0.5
157673,757166,Tokunbo,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",72,51-100,88,51-100,31,0.91
158061,758441,Fred,Brooklyn,Bedford-Stuyvesant,"Private room",165,151-200,27,0-50,1,0.28
158176,573065,Laura,Brooklyn,Williamsburg,"Entire home/apt",165,151-200,117,101-150,5,1.28
158290,759583,Pepe,Brooklyn,"Clinton Hill","Private room",75,51-100,43,0-50,3,0.44
158913,762563,"Lennny & Megan",Brooklyn,Greenpoint,"Entire home/apt",130,101-150,4,0-50,5,0.05
158955,465589,Amia,Brooklyn,Williamsburg,"Entire home/apt",139,101-150,385,250+,2,4
159749,54275,"JT And Tiziana",Brooklyn,Bedford-Stuyvesant,"Private room",88,51-100,64,51-100,1,0.68
159815,54275,"JT And Tiziana",Brooklyn,Bedford-Stuyvesant,"Private room",80,51-100,39,0-50,1,0.41
159913,759883,Kaye,Manhattan,Chelsea,"Private room",150,101-150,37,0-50,2,1.79
160609,769247,Ligia,Manhattan,"Upper West Side","Entire home/apt",200,151-200,10,0-50,3,0.12
160994,770831,James,Manhattan,"East Village","Entire home/apt",200,151-200,103,101-150,2,1.08
161366,733894,Lucy,Queens,Sunnyside,"Private room",42,0-50,41,0-50,40,0.43
161394,772300,Alain,Brooklyn,Williamsburg,"Private room",90,51-100,3,0-50,6,0.03
161996,1856604,"Robert "Bob"",Manhattan,Harlem,"Entire home/apt",295,250+,227,201-250,3,2.33
162493,776490,Andres,Brooklyn,Williamsburg,"Entire home/apt",450,250+,37,0-50,5,0.79
162508,776645,Placid,Brooklyn,"Crown Heights","Entire home/apt",130,101-150,29,0-50,2,0.35
163627,242506,Jsun,Brooklyn,Williamsburg,"Private room",89,51-100,205,201-250,3,2.31
163809,781647,Jorin,Manhattan,Harlem,"Entire home/apt",198,151-200,42,0-50,5,0.44
163814,627217,Seith,Manhattan,"East Village","Entire home/apt",99,51-100,280,250+,2,2.92
163836,32169,Andrea,Brooklyn,Greenpoint,"Private room",46,0-50,86,51-100,4,0.89
164989,69439,Jade,Manhattan,SoHo,"Private room",140,101-150,54,51-100,2,0.56
165080,787273,Smadar,Brooklyn,"Carroll Gardens","Entire home/apt",500,250+,7,0-50,7,0.07
165461,867225,Rahul,Manhattan,"Morningside Heights","Private room",75,51-100,57,51-100,5,0.59
165824,733894,Lucy,Queens,Sunnyside,"Private room",33,0-50,31,0-50,44,0.32
166006,791287,Giancarlo,Manhattan,"Upper West Side","Entire home/apt",250,201-250,188,151-200,31,1.94
166172,792159,Wanda,Brooklyn,Bushwick,"Private room",60,51-100,480,250+,3,6.7
166541,793620,Yvette,Manhattan,"Washington Heights","Private room",75,51-100,34,0-50,2,0.35
166983,795640,Jilly,Brooklyn,"Carroll Gardens","Entire home/apt",350,250+,6,0-50,5,0.06
167013,306605,Daniel,Manhattan,Chelsea,"Entire home/apt",205,201-250,3,0-50,9,0.04
167017,795889,Adam,Brooklyn,"Park Slope","Entire home/apt",219,201-250,2,0-50,5,0.03
167222,22486,Lisel,Brooklyn,"Park Slope","Private room",60,51-100,20,0-50,1,0.21
167482,789257,Barbara,Manhattan,"Upper West Side","Entire home/apt",185,151-200,129,101-150,2,1.33
168084,800982,Chris,Manhattan,"East Village","Entire home/apt",190,151-200,147,101-150,3,1.6
168123,720558,Sara,Brooklyn,"South Slope","Entire home/apt",105,101-150,101,101-150,28,1.06
168546,803086,Benton,Manhattan,"East Harlem","Entire home/apt",250,201-250,11,0-50,2,0.12
168810,747698,"Linda & Chris",Manhattan,"Upper West Side","Entire home/apt",175,151-200,11,0-50,65,0.12
169002,805344,Alec,Manhattan,Harlem,"Private room",65,51-100,41,0-50,2,0.43
169152,806112,Julia,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",75,51-100,87,51-100,2,1.09
169306,806214,Vanessa,Bronx,"University Heights","Private room",37,0-50,117,101-150,4,1.21
169464,806774,"Ali & SweetPea",Brooklyn,Williamsburg,"Entire home/apt",85,51-100,86,51-100,2,0.89
169483,807642,Jeffrey,Brooklyn,Gravesend,"Entire home/apt",106,101-150,0,0-50,7,NULL
170420,812814,Lena,Manhattan,"East Harlem","Entire home/apt",79,51-100,15,0-50,2,0.16
170761,67778,Doug,Brooklyn,"Fort Greene","Private room",85,51-100,35,0-50,2,0.55
171776,803086,Benton,Manhattan,Harlem,"Private room",170,151-200,17,0-50,2,0.18
172700,302772,Cheryl,Manhattan,"Lower East Side","Private room",115,101-150,3,0-50,3,0.04
172870,781647,Jorin,Manhattan,Harlem,"Private room",89,51-100,43,0-50,5,0.47
173072,826192,Lewis,Manhattan,Harlem,"Shared room",49,0-50,168,151-200,3,4.6
173151,826459,Jane,Brooklyn,Greenpoint,"Private room",91,51-100,241,201-250,3,2.49
173742,829652,Donna,Manhattan,Gramercy,"Entire home/apt",400,250+,105,101-150,2,1.13
174527,833926,Kris,Brooklyn,Bushwick,"Entire home/apt",150,101-150,11,0-50,2,0.46
174966,836168,Henry,Manhattan,"Upper West Side","Entire home/apt",2000,250+,30,0-50,30,0.33
176135,842125,Jennifer,Brooklyn,"Crown Heights","Entire home/apt",97,51-100,31,0-50,3,0.32
176653,844862,Cj,Manhattan,"East Village","Private room",100,51-100,49,0-50,4,0.51
176962,846309,Dani,Brooklyn,Williamsburg,"Entire home/apt",179,151-200,23,0-50,4,0.24
177421,848748,Sarah,Brooklyn,Greenpoint,"Entire home/apt",500,250+,20,0-50,2,0.21
177495,848960,Amit,Manhattan,Chelsea,"Entire home/apt",429,250+,18,0-50,10,0.9
177606,849492,Kathrine,Manhattan,"Kips Bay","Entire home/apt",189,151-200,90,51-100,6,0.95
179670,21475,Milan,Manhattan,"Lower East Side","Private room",120,101-150,99,51-100,2,1.04
179741,314941,Tony,Manhattan,Nolita,"Entire home/apt",300,250+,6,0-50,1,0.06
180507,864735,Jason,Queens,Astoria,"Entire home/apt",107,101-150,21,0-50,30,0.22
180792,864735,Jason,Queens,Astoria,"Entire home/apt",95,51-100,24,0-50,30,0.26
181972,872121,Rosario,Manhattan,Harlem,"Entire home/apt",199,151-200,111,101-150,2,1.17
182069,39260,Mat,Manhattan,"East Harlem","Entire home/apt",120,101-150,86,51-100,2,0.91
182095,872805,Mike,Manhattan,"West Village","Entire home/apt",199,151-200,66,51-100,15,0.69
182177,873273,"Christian & Carla",Bronx,Allerton,"Entire home/apt",125,101-150,271,250+,2,2.84
182649,876054,Obed,Brooklyn,Williamsburg,"Private room",70,51-100,227,201-250,2,2.4
185266,889106,Lisa,Brooklyn,Williamsburg,"Private room",75,51-100,80,51-100,4,1.55
187488,871727,Village,Manhattan,"West Village","Private room",100,51-100,5,0-50,30,0.07
187566,279078,"Andrew & Markus",Brooklyn,Bedford-Stuyvesant,"Entire home/apt",99,51-100,187,151-200,2,1.97
187986,904833,Daniel,Manhattan,Chelsea,"Entire home/apt",250,201-250,2,0-50,1,0.02
188146,906200,Mariana,Brooklyn,Williamsburg,"Entire home/apt",350,250+,1,0-50,6,0.02
188661,909146,Mj,Brooklyn,"Prospect Heights","Entire home/apt",170,151-200,67,51-100,3,0.7
188674,909234,Leslie,Manhattan,"East Village","Entire home/apt",165,151-200,63,51-100,1,0.68
189135,179020,Michael,Manhattan,"Hell's Kitchen","Private room",99,51-100,89,51-100,1,1
189181,912541,David,Manhattan,Chelsea,"Private room",255,250+,1,0-50,4,0.02
189732,489400,O'Dell,Brooklyn,"East New York","Entire home/apt",169,151-200,177,151-200,3,1.86
189787,915640,Sundiata,Brooklyn,"Crown Heights","Entire home/apt",99,51-100,90,51-100,4,0.94
190267,918866,Marina,Manhattan,"Upper East Side","Entire home/apt",169,151-200,39,0-50,7,0.41
190542,920542,Farrah,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",160,151-200,42,0-50,3,0.44
190968,922922,Karen,Brooklyn,"Prospect Heights","Entire home/apt",215,201-250,33,0-50,3,0.35
190974,874471,Alan,Brooklyn,"Park Slope","Entire home/apt",130,101-150,179,151-200,3,2.02
191075,923915,Matthew,Manhattan,"East Village","Private room",110,101-150,81,51-100,3,0.85
193105,936114,Marcela,Manhattan,"Hell's Kitchen","Private room",150,101-150,43,0-50,28,0.45
193333,302936,Melody,Brooklyn,Williamsburg,"Private room",65,51-100,52,51-100,30,0.54
193393,938056,Mike,Queens,Sunnyside,"Private room",75,51-100,160,151-200,2,1.68
193853,48599,Anastasia,Manhattan,Chelsea,"Entire home/apt",149,101-150,23,0-50,6,0.27
194154,936830,Elina,Manhattan,"Upper West Side","Private room",89,51-100,35,0-50,6,0.37
195123,940724,Susan,Manhattan,"Washington Heights","Private room",50,0-50,225,201-250,1,2.35
195233,949221,Dennis,Brooklyn,"Prospect-Lefferts Gardens","Private room",43,0-50,401,250+,1,6.62
195240,949221,Dennis,Brooklyn,"Prospect-Lefferts Gardens","Private room",42,0-50,72,51-100,1,0.84
195578,304493,Erika,Brooklyn,Williamsburg,"Private room",85,51-100,46,0-50,1,0.97
195971,953279,Tim,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",139,101-150,83,51-100,3,1.19
195989,611716,Elizabeth,Brooklyn,"Park Slope","Private room",105,101-150,211,201-250,1,2.21
196010,953565,Vanessa,Brooklyn,"Park Slope","Entire home/apt",265,250+,15,0-50,5,0.16
197155,960836,Vlad,Manhattan,"Hell's Kitchen","Entire home/apt",149,101-150,122,101-150,1,1.29
197753,964482,Colin,Manhattan,Harlem,"Private room",68,51-100,295,250+,2,3.9
197942,289135,Toni,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",99,51-100,207,201-250,3,2.18
199195,971075,Jabari,Manhattan,Harlem,"Private room",75,51-100,50,0-50,3,0.65
199312,973438,Susanne,Brooklyn,Williamsburg,"Private room",100,51-100,273,250+,2,2.85
200645,933378,Edo,Manhattan,"Upper East Side","Shared room",90,51-100,0,0-50,1,NULL
200955,568325,Simone,Manhattan,"East Village","Entire home/apt",160,151-200,25,0-50,30,0.26
201992,988350,Andrea,Brooklyn,"Park Slope","Entire home/apt",190,151-200,105,101-150,4,1.62
202273,918087,Kestrel,Brooklyn,Bedford-Stuyvesant,"Private room",67,51-100,72,51-100,4,0.76
203901,1000477,Elizabeth,Manhattan,"Upper East Side","Entire home/apt",190,151-200,8,0-50,1,0.08
204065,51038,Erica,Brooklyn,"Clinton Hill","Entire home/apt",248,201-250,58,51-100,2,0.61
204833,903686,Melanie,Brooklyn,Williamsburg,"Private room",100,51-100,8,0-50,6,0.09
204959,464506,Ange,Manhattan,Chinatown,"Private room",95,51-100,172,151-200,3,1.84
205043,1007558,"Welcome To My Place",Manhattan,"Theater District","Private room",150,101-150,330,250+,1,7.14
205485,1010242,"Zora & Chris",Brooklyn,Bedford-Stuyvesant,"Entire home/apt",145,101-150,123,101-150,3,1.29
205735,1011426,Danielle,Brooklyn,Bushwick,"Private room",41,0-50,55,51-100,2,0.59
205867,1012691,Tiffaney,Brooklyn,Williamsburg,"Entire home/apt",120,101-150,87,51-100,4,0.99
206071,12221,Lori,Bronx,"Concourse Village","Private room",50,0-50,258,250+,3,2.7
206316,1014639,Brett,Brooklyn,"Fort Greene","Entire home/apt",157,151-200,4,0-50,2,0.18
206772,1017473,Evan,Brooklyn,Williamsburg,"Entire home/apt",195,151-200,31,0-50,14,0.33
