track_id,title,artist,genre,release_year,danceability,duration,popularity
404,"Mag Het Licht Uit","De Dijk","dutch indie",2010,74,259,43
405,"Why Tell Me Why","Anita Meyer","dutch pop",2010,65,214,54
406,"Wonderful Days","Charly Lownoise","happy hardcore",2010,55,332,37
407,"Dat Komt Door Jou","Guus Meeuwis","dutch pop",2010,59,287,57
408,"Don't Give up the Fight",Racoon,"dutch indie",2010,28,210,27
409,"I Follow Rivers - Live @ Giel!",Triggerfinger,"belgian rock",2010,67,214,42
410,"Liverpool Rain",Racoon,"dutch indie",2010,45,266,26
411,"No Mercy",Racoon,"dutch indie",2010,77,165,36
412,"Peter Gunn Theme","Emerson, Lake & Palmer","album rock",2010,43,217,14
413,"Alors on danse",Stromae,"belgian pop",2010,79,206,61
414,"The Eve of the War","Jeff Wayne","classic uk pop",2010,40,263,28
415,"A Night Like This","Caro Emerald","dutch pop",2010,87,226,40
416,"Raise Your Glass",P!nk,"dance pop",2010,70,203,76
417,"Verdammt ich lieb dich - Remastered","Matthias Reim","classic schlager",2010,59,220,38
418,"Christmas Lights",Coldplay,"permanent wave",2010,31,242,84
419,"The Promise You Made","Cock Robin","dance rock",2010,71,227,48
420,"Back Home","Golden Earring","album rock",2010,47,232,37
421,"Times Are Changing",DI-RECT,"dutch indie",2010,50,206,47
422,Proosten,"Guus Meeuwis","dutch pop",2010,64,232,49
423,"Just the Way You Are","Bruno Mars","dance pop",2010,64,221,80
424,"Need You Now","Lady Antebellum","contemporary country",2010,58,236,53
425,"Man Down",Rihanna,"barbadian pop",2010,48,267,59
426,Pyro,"Kings of Leon","modern rock",2010,37,251,66
427,"You Got It","Roy Orbison","adult standards",2010,66,204,44
428,"Atmosphere - 2010 Remaster","Joy Division","alternative rock",2010,62,249,51
429,Grenade,"Bruno Mars","dance pop",2010,71,223,75
430,"Have You Ever Been Mellow","Party Animals",gabba,2010,60,188,47
431,"Back Down South","Kings of Leon","modern rock",2010,48,241,58
432,Riverside,"Agnes Obel","chamber pop",2010,65,231,48
433,"Hold On Tight","Solomon Burke","brill building pop",2010,63,324,38
434,"Someone Like You",Adele,"british soul",2011,56,285,79
435,"Set Fire to the Rain",Adele,"british soul",2011,61,242,75
436,"Rainbow In The Sky - K & A's Radio Blast","DJ Paul Elstak",gabba,2011,48,213,60
437,Levels,Avicii,"big room",2011,60,339,58
438,"Somebody That I Used To Know",Gotye,"australian pop",2011,86,245,76
439,Paradise,Coldplay,"permanent wave",2011,45,279,78
440,Rood,"Marco Borsato","dutch cabaret",2011,48,319,53
441,"A Boy Named Sue (Live)","Johnny Cash","arkansas country",2011,52,218,18
442,"Still Loving You",Scorpions,"album rock",2011,28,403,72
443,"Little Black Submarines","The Black Keys","alternative rock",2011,37,251,65
444,Walk,"Foo Fighters","alternative metal",2011,23,256,69
445,"The A Team","Ed Sheeran",pop,2011,64,258,76
446,"kom terug",Spinvis,"dutch indie",2011,50,231,47
447,"Prachtig mooie dag","Daniël Lohues","dutch indie",2011,55,161,42
448,"lippy kids",Elbow,britpop,2011,42,366,29
449,"Titanium (feat. Sia)","David Guetta","dance pop",2011,60,245,67
450,Faster,"Within Temptation","dutch metal",2011,51,264,53
451,"Lonely Boy","The Black Keys","alternative rock",2011,36,194,73
452,"Turning Tables",Adele,"british soul",2011,31,250,66
453,"Luv U More - K&A's Radio blast","DJ Paul",electro,2011,51,232,51
454,"Kan Ik Iets Voor Je Doen","De Dijk","dutch indie",2011,50,200,30
455,"Driver's Seat","Sniff 'n' The Tears","classic uk pop",2011,74,239,54
456,"Zing Voor Me","Lange Frans","dutch hip hop",2011,43,216,52
457,"Every Teardrop Is a Waterfall",Coldplay,"permanent wave",2011,43,241,68
458,"Waarom Nou Jij","Marco Borsato","dutch cabaret",2011,44,245,40
459,"Mijn Vlakke Land","Jacques Brel",chanson,2011,40,173,33
460,"Rumour Has It",Adele,"british soul",2011,62,221,65
461,"Keep Your Head Up","Ben Howard","british singer-songwriter",2011,51,265,66
462,"Pumped Up Kicks","Foster The People","indie pop",2011,73,240,84
463,Happiness,"Jonathan Jeremiah","dutch indie",2011,53,182,49
464,"Give Me Love","Ed Sheeran",pop,2011,53,526,73
465,"Gold on the Ceiling","The Black Keys","alternative rock",2011,51,224,69
466,"Ni**as In Paris",JAY-Z,"east coast hip hop",2011,79,219,77
467,"Run the World (Girls)",Beyoncé,"dance pop",2011,73,236,75
468,"I Won' T Let You Down","Road Band",pop,2011,64,233,33
469,"Love On Top",Beyoncé,"dance pop",2011,65,267,76
470,"Lego House","Ed Sheeran",pop,2011,59,185,71
471,"Skinny Love",Birdy,"neo mellow",2011,38,201,75
472,"Dust Bowl","Joe Bonamassa","blues rock",2011,52,273,44
473,"Damn Those Eyes",Kane,"dutch pop",2011,34,251,39
474,"These Days","Foo Fighters","alternative metal",2011,53,298,64
475,"Original Sin",INXS,"australian rock",2011,69,319,42
476,"Terug Naar De Kust","Maggie MacNeal",nederpop,2011,49,266,39
477,"Georgia on My Mind","Ray Charles","adult standards",2011,29,215,49
478,"Charlie Brown",Coldplay,"permanent wave",2011,43,285,67
479,"I've Just Lost Somebody","Golden Earring","album rock",2011,37,189,27
480,"Skyfall - Full Length",Adele,"british soul",2012,35,286,74
481,"Zo Stil",BLØF,"dutch pop",2012,57,237,54
482,"Holiday In Spain","Counting Crows","alternative rock",2012,65,233,56
483,Radioactive,"Imagine Dragons","modern rock",2012,45,187,73
484,"Video Games - Remastered","Lana Del Rey","art pop",2012,39,282,55
485,Demons,"Imagine Dragons","modern rock",2012,51,175,73
486,She,"Elvis Costello","art rock",2012,33,188,64
487,"Just Give Me a Reason (feat. Nate Ruess)",P!nk,"dance pop",2012,78,243,81
488,Try,P!nk,"dance pop",2012,67,248,73
489,"I Will Wait","Mumford & Sons","modern folk rock",2012,48,277,69
490,"Home Again",Kensington,"dutch pop",2012,50,197,44
491,"Tubular Bells","Mike Oldfield","album rock",2012,28,809,31
492,Winter,"Tori Amos","art pop",2012,24,345,19
493,Droomland,"Andre Hazes","dutch pop",2012,32,208,42
494,"Wat Zou Je Doen?",BLØF,"dutch pop",2012,35,291,51
495,Madness,Muse,"modern rock",2012,50,281,70
496,"Sovereign Light Café",Keane,"modern rock",2012,54,219,51
497,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis","dance pop",2012,64,258,83
498,"Lover of the Light","Mumford & Sons","modern folk rock",2012,30,315,57
499,"San Quentin","Johnny Cash","arkansas country",2012,70,158,27
500,"On Top Of The World","Imagine Dragons","modern rock",2012,64,190,66
501,Flappie,"Youp van 't Hek","dutch cabaret",2012,75,206,52
502,"Home Again","Michael Kiwanuka","british soul",2012,52,212,51
503,"If You Could See Me Now","The Script","celtic rock",2012,51,220,51
504,"Hall of Fame","The Script","celtic rock",2012,42,203,70
505,Dodenrit,"Drs. P","dutch rock",2012,51,312,34
506,"When I Was Your Man","Bruno Mars","dance pop",2012,61,214,82
507,"I Won't Give Up","Jason Mraz","acoustic pop",2012,59,240,72
508,"Slapeloze Nachten","The Opposites","dutch hip hop",2012,81,229,57
509,"One Moment in Time","Whitney Houston","dance pop",2012,27,285,54
510,Zaterdag,BLØF,"dutch pop",2012,75,283,41
511,Babel,"Mumford & Sons","modern folk rock",2012,37,209,57
512,"Hopeless Wanderer","Mumford & Sons","modern folk rock",2012,27,308,58
513,"Follow the Sun","Xavier Rudd","australian indie folk",2012,61,255,67
514,"Later Als Ik Groter Ben",BLØF,"dutch pop",2012,53,205,48
515,Clown,"Emeli Sandé","dance pop",2012,46,221,46
516,"Stay - Album Version (Edited)",Rihanna,"barbadian pop",2012,62,241,66
517,Diamonds,Rihanna,"barbadian pop",2012,56,225,67
518,"It's Time","Imagine Dragons","modern rock",2012,66,238,66
519,"Little Talks","Of Monsters and Men",folk-pop,2012,45,267,75
520,Euphoria,Loreen,electropop,2012,52,214,56
521,Oceaan,Racoon,"dutch indie",2013,47,165,63
522,"Lola Montez",Volbeat,"alternative metal",2013,51,268,57
523,"Wake Me Up",Avicii,"big room",2013,53,247,85
524,Formidable,Stromae,"belgian pop",2013,51,214,49
525,"Do I Wanna Know?","Arctic Monkeys","garage rock",2013,55,272,82
526,"Another Love","Tom Odell","modern rock",2013,45,244,58
527,"Hey Brother",Avicii,"big room",2013,55,255,78
528,"I See Fire","Ed Sheeran",pop,2013,63,301,64
529,"This Is What It Feels Like","Armin van Buuren",edm,2013,55,204,65
530,"All of Me","John Legend","neo mellow",2013,42,270,86
531,"Dansen Op De Vulkaan","De Dijk","dutch indie",2013,58,269,40
532,"Witch Doctor","De Staat","dutch indie",2013,60,207,47
533,Diamonds,"The Boxer Rebellion","chamber pop",2013,45,243,35
534,"Let Her Go",Passenger,folk-pop,2013,48,253,76
535,Papaoutai,Stromae,"belgian pop",2013,73,232,55
536,Strong,"London Grammar",metropopolis,2013,57,266,49
537,Layla,"Derek & The Dominos","album rock",2013,41,163,32
538,Pompeii,Bastille,metropopolis,2013,68,214,70
539,Waves,"Mr. Probz","dutch hip hop",2013,36,174,59
540,"Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Daft Punk",electro,2013,79,248,77
541,"All I Want",Kodaline,"irish pop",2013,21,306,72
542,"Addicted To You",Avicii,"big room",2013,57,148,69
543,Animals,"Martin Garrix","big room",2013,68,304,65
544,"Just Say Yes","Snow Patrol","irish rock",2013,54,282,48
545,Watermensen,3JS,"dutch pop",2013,56,209,36
546,"Sky and Sand","Paul Kalkbrenner",electronica,2013,79,231,67
547,"The Monster",Eminem,"detroit hip hop",2013,78,250,75
548,Mirrors,"Justin Timberlake","dance pop",2013,57,484,77
549,"Story of My Life","One Direction","boy band",2013,60,245,80
550,Royals,Lorde,"art pop",2013,67,190,79
551,"tous les mêmes",Stromae,"belgian pop",2013,70,211,53
552,"Mijn Van Straat Geredde Roos","De Dijk","dutch indie",2013,50,208,33
553,"Love You Like I Love Myself","Herman Brood & His Wild Romance","dutch indie",2013,52,213,28
554,"I Sat By The Ocean","Queens of the Stone Age","alternative metal",2013,52,236,66
555,"Everybody (Backstreet's Back) - Radio Edit","Backstreet Boys","boy band",2013,74,225,62
556,"A Ton of Love",Editors,"alternative dance",2013,46,238,26
557,"Foolish Games",Jewel,"alaska indie",2013,46,243,41
558,"Grow Old with Me","Tom Odell","modern rock",2013,47,183,49
559,"Things We Lost In The Fire",Bastille,metropopolis,2013,59,241,48
560,"Blurred Lines","Robin Thicke","dance pop",2013,85,264,76
561,"The Road To Mandalay","Robbie Williams","dance pop",2013,62,240,30
562,"Iron Sky","Paolo Nutini","british soul",2014,39,373,49
563,"A Sky Full of Stars",Coldplay,"permanent wave",2014,55,268,78
564,"Rolling In The Deep",Adele,"british soul",2014,73,228,61
565,Streets,Kensington,"dutch pop",2014,38,185,57
566,"Thinking out Loud","Ed Sheeran",pop,2014,78,282,84
567,"Take Me to Church",Hozier,"irish singer-songwriter",2014,57,242,77
568,"Une belle histoire","Michel Fugain",chanson,2014,27,198,40
569,"In Your Arms",Chef'Special,"dutch indie",2014,67,215,60
570,"Born Slippy (Nuxx)",Underworld,"alternative dance",2014,58,456,65
571,War,Kensington,"dutch pop",2014,64,177,59
572,"Op 't platteland","Daniël Lohues","dutch indie",2014,56,182,27
573,"Happy - From "Despicable Me 2"","Pharrell Williams","dance pop",2014,65,233,80
574,"Calm After The Storm","The Common Linnets","dutch americana",2014,69,213,52
575,Riddles,Kensington,"dutch pop",2014,49,209,52
576,"Under The Pressure","The War On Drugs","chamber pop",2014,33,532,60
577,Magic,Coldplay,"permanent wave",2014,74,285,73
578,Photograph,"Ed Sheeran",pop,2014,61,259,84
579,"All For Nothing",Kensington,"dutch pop",2014,46,289,47
580,"My Silver Lining","First Aid Kit","stomp and holler",2014,48,215,64
581,Zandloper,Typhoon,"dutch hip hop",2014,76,280,47
582,Home,Dotan,"dutch pop",2014,76,268,42
583,"Red Eyes","The War On Drugs","chamber pop",2014,46,299,65
584,"L'amour Toujours (Small Mix)","Gigi D'Agostino",eurodance,2014,64,242,70
585,"See Me, Feel Me - Single Version","The Who","album rock",2014,38,217,39
586,"Hemel Valt",Typhoon,"dutch hip hop",2014,66,161,43
587,Glycerine,Bush,"alternative metal",2014,44,266,65
588,"Wit Licht","Jeroen van Koningsbrugge",pop,2014,59,212,43
589,"Yellow Submarine","The Beatles","british invasion",2014,62,159,58
590,"California Love",2Pac,"g funk",2014,66,348,41
591,Superheroes,"The Script","celtic rock",2014,49,245,75
592,"Stay With Me","Sam Smith",pop,2014,42,173,84
593,"Shake It Off","Taylor Swift","dance pop",2014,65,219,66
594,"Looking Too Closely",Fink,"chamber pop",2014,48,311,63
595,"No Good in Goodbye","The Script","celtic rock",2014,37,308,59
596,"Counting Stars",OneRepublic,"dance pop",2014,66,258,74
597,"Time After Time","Cyndi Lauper","dance pop",2014,72,243,72
598,"Sexy Als Ik Dans",Nielson,"dutch pop",2014,79,215,49
599,"Done With It",Kensington,"dutch pop",2014,65,203,49
600,"Love Never Felt So Good","Michael Jackson",pop,2014,78,246,70
601,"Shut Up and Dance","WALK THE MOON","indie pop",2014,58,199,82
602,"Nothing Really Matters","Mr. Probz","dutch hip hop",2014,40,222,61
603,"Promises of No Man's Land",Blaudzun,"dutch indie",2014,62,215,43
604,"Let It Go","James Bay","neo mellow",2014,55,261,74
605,"The Sound of Silence",Disturbed,"alternative metal",2015,32,248,75
606,"Het Dorp - Live","Wim Sonneveld","dutch cabaret",2015,37,198,15
607,Psycho,Muse,"modern rock",2015,56,317,69
608,Élan,Nightwish,"finnish metal",2015,57,287,58
609,"Dat Ik Je Mis","Maaike Ouboter","dutch pop",2015,50,256,29
610,"Heading Up High","Armin van Buuren",edm,2015,52,233,53
611,"Zeg Maar Niets Meer - Remastered","Andre Hazes","dutch pop",2015,36,167,26
612,Chandelier,Sia,"australian dance",2015,40,216,71
613,"Uptown Funk","Mark Ronson","dance pop",2015,86,270,82
614,Birds,Anouk,"dutch indie",2015,17,203,33
615,Michel,Anouk,"dutch indie",2015,58,249,20
616,"Let It Happen","Tame Impala","australian psych",2015,60,468,76
617,Everglow,Coldplay,"permanent wave",2015,54,283,69
618,"The Less I Know The Better","Tame Impala","australian psych",2015,64,216,85
619,"Ordinary Love",U2,"irish rock",2015,66,219,45
620,"Stressed Out","Twenty One Pilots","modern rock",2015,73,202,83
621,"For Bitter Or Worse",Anouk,"dutch indie",2015,27,255,21
622,"All I Need - Edit",Air,downtempo,2015,50,242,41
623,"Hymn for the Weekend",Coldplay,"permanent wave",2015,49,259,78
624,"Adventure of a Lifetime",Coldplay,"permanent wave",2015,64,264,74
625,"Three Days In A Row",Anouk,"dutch indie",2015,36,254,13
626,Moondance,"Van Morrison","classic rock",2015,65,272,42
627,"R U Kiddin' Me",Anouk,"dutch indie",2015,53,200,16
628,"Theme From New York, New York","Frank Sinatra","adult standards",2015,41,204,68
629,"Hold Me","Douwe Bob","dutch americana",2015,35,230,26
630,Budapest,"George Ezra",folk-pop,2015,72,201,68
631,"Shoes of Lightning",Racoon,"dutch indie",2015,54,220,32
632,Mercy,Muse,"modern rock",2015,48,232,60
633,"Tennessee Whiskey","Chris Stapleton","contemporary country",2015,39,293,78
634,"Oxygene, Pt. 4","Jean-Michel Jarre",laboratorio,2015,43,247,57
635,"A Head Full of Dreams",Coldplay,"permanent wave",2015,45,224,68
636,"We Come 1 - Radio Edit",Faithless,"big beat",2015,65,222,54
637,"Forever Man - 2015 Remaster","Eric Clapton","album rock",2015,64,192,46
638,"Down Man",Brainbox,"dutch prog",2015,43,155,35
639,"Liquid Spirit - Claptone Remix","Gregory Porter","contemporary vocal jazz",2015,88,384,63
640,"Living Doll - 2003 Remaster","Cliff Richard & The Drifters",rock-and-roll,2015,76,157,33
641,"Ocean of Night",Editors,"alternative dance",2015,57,305,58
642,"Be the One","Dua Lipa","dance pop",2015,66,203,73
643,Up&Up,Coldplay,"permanent wave",2015,48,405,70
644,"Ship To Wreck","Florence + The Machine","art pop",2015,56,235,54
645,"Love Yourself","Justin Bieber","canadian pop",2015,61,234,83
646,"Happy Xmas (War Is Over)","John Lennon","album rock",2015,40,212,47
647,Sorry,Kensington,"dutch pop",2016,46,227,63
648,"Cold Little Heart","Michael Kiwanuka","british soul",2016,49,598,67
649,Barcelona,"Freddie Mercury","glam rock",2016,18,267,40
650,Leef,"André Hazes Jr.","dutch pop",2016,67,218,62
651,Hello,Adele,"british soul",2016,48,295,73
652,"Against All Odds (Take a Look at Me Now) - 2016 Remaster","Phil Collins","mellow gold",2016,58,206,74
653,"Treur Niet (Ode Aan Het Leven)","Diggy Dex","dutch hip hop",2016,68,225,60
654,"When We Were Young",Adele,"british soul",2016,38,291,73
655,"Do I Ever",Kensington,"dutch pop",2016,39,204,53
656,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's "TROLLS")","Justin Timberlake","dance pop",2016,67,238,75
657,"Whatever You Want","Status Quo","album rock",2016,55,242,36
658,Lazarus,"David Bowie","album rock",2016,66,382,61
659,"Million Years Ago",Adele,"british soul",2016,72,227,62
660,"Dark Necessities","Red Hot Chili Peppers","alternative rock",2016,70,302,74
661,"You Want It Darker","Leonard Cohen","canadian folk",2016,67,284,63
662,Bridges,Kensington,"dutch pop",2016,38,220,49
663,"Once Upon a Time in the West - Main Theme","Ennio Morricone","classic soundtrack",2016,12,223,54
664,Mooi,"Marco Borsato","dutch cabaret",2016,49,315,59
665,"I Just Can't Help Believin'","Elvis Presley","adult standards",2016,46,274,44
666,"Love & Hate","Michael Kiwanuka","british soul",2016,28,427,66
667,"New Gold Dream (81/82/83/84)","Simple Minds","art rock",2016,59,339,44
668,"Disco Inferno","The Trammps",disco,2016,68,214,54
669,"Someone Somewhere (In Summertime)","Simple Minds","art rock",2016,56,278,41
670,"24K Magic","Bruno Mars","dance pop",2016,82,226,78
671,Blackstar,"David Bowie","album rock",2016,37,598,55
672,"Water Under the Bridge",Adele,"british soul",2016,60,240,67
673,"All I Ask",Adele,"british soul",2016,59,272,70
674,"The Life I Live",Q'65,"dutch prog",2016,60,204,27
675,"We All Stand Together - Remastered 2016","Paul McCartney","album rock",2016,35,265,24
676,Heathens,"Twenty One Pilots","modern rock",2016,73,196,81
677,"Jacob’s Song","Douwe Bob","dutch americana",2016,36,318,40
678,"Way Down We Go",KALEO,"icelandic indie",2016,49,214,76
679,"7 Years","Lukas Graham","danish pop",2016,77,237,80
680,"Forbidden Colours","Ryuichi Sakamoto","compositional ambient",2016,61,290,28
681,"The Book Of Love","Gavin James","neo mellow",2016,52,177,34
682,"Zoutelande - feat. Geike",BLØF,"dutch pop",2017,67,223,41
683,"Pokémon Theme-New Studio Recording","Jason Paige",pop,2017,57,197,41
684,Perfect,"Ed Sheeran",pop,2017,60,263,87
685,Thriller,"Michael Jackson",pop,2017,76,358,69
686,"Boulevard of Broken Dreams","Green Day","modern rock",2017,50,262,74
687,"What About Us",P!nk,"dance pop",2017,49,270,76
688,"Shape of You","Ed Sheeran",pop,2017,83,234,87
689,Believer,"Imagine Dragons","modern rock",2017,78,204,88
690,Human,"Rag'n'Bone Man","neo soul",2017,60,200,78
691,"Het het nog nooit zo donker west","Ede Staal",streektaal,2017,61,274,28
692,"Castle on the Hill","Ed Sheeran",pop,2017,46,261,79
693,"Sign of the Times","Harry Styles","dance pop",2017,52,341,80
694,"In the Blood","John Mayer","neo mellow",2017,55,244,66
695,"Nao ’t Zuuje","Lex Uiting","carnaval limburg",2017,26,213,41
696,"Roll Over Lay Down - Live At The Kursaal, Southend / 1975","Status Quo","album rock",2017,34,341,32
697,"Whatever It Takes","Imagine Dragons","modern rock",2017,67,201,82
698,Amigo,Chef'Special,"dutch indie",2017,55,180,33
699,"Iederene Hef Een Reden",Bökkers,"dutch rock",2017,57,185,41
700,"Everything Now","Arcade Fire","alternative dance",2017,55,303,66
701,Sorry,"Nothing But Thieves","alternative pop rock",2017,67,215,62
702,"One More Light","Linkin Park","alternative metal",2017,59,255,75
703,"Through the Barricades - Remastered","Spandau Ballet","dance rock",2017,49,360,60
704,"Freedom! '90 - Remastered","George Michael","dance rock",2017,68,391,69
705,Amsterdam,"Nothing But Thieves","alternative pop rock",2017,51,272,63
706,"Something Just Like This","The Chainsmokers",electropop,2017,62,247,84
707,Thunder,"Imagine Dragons","modern rock",2017,61,187,86
708,"Thinking Of A Place","The War On Drugs","chamber pop",2017,48,671,59
709,Happier,"Ed Sheeran",pop,2017,52,208,83
710,"Galway Girl","Ed Sheeran",pop,2017,62,171,80
711,"Sunny Days","Armin van Buuren",edm,2017,63,210,54
712,"Supermarket Flowers","Ed Sheeran",pop,2017,59,221,78
713,Holiday,"Green Day","modern rock",2017,55,233,67
714,Max,"Paolo Conte","italian pop",2017,50,225,25
715,"Rapper's Delight","The Sugarhill Gang","east coast hip hop",2017,91,234,48
716,Pain,"The War On Drugs","chamber pop",2017,52,331,62
717,"Love On The Rocks","Neil Diamond","adult standards",2017,40,262,40
718,"Tuesday Afternoon (Forever Afternoon)","The Moody Blues","album rock",2017,50,249,50
719,"Magnificent (She Says)",Elbow,britpop,2017,51,266,31
720,Nicotine,Chef'Special,"dutch indie",2017,64,238,36
721,Homesick,"Dua Lipa","dance pop",2017,43,230,71
722,"Beautiful Trauma",P!nk,"dance pop",2017,41,250,68
723,"World Gone Mad",Bastille,metropopolis,2017,51,196,64
724,"Leave a Light On","Tom Walker","indie anthem-folk",2017,59,186,75
725,Skin,"Rag'n'Bone Man","neo soul",2017,56,240,69
726,"Lost on You",LP,"la pop",2017,43,268,78
727,Shallow,"Lady Gaga","dance pop",2018,57,216,88
728,"Kleine Jongen","Andre Hazes","dutch pop",2018,54,221,30
729,"Duurt Te Lang","Davina Michelle","dutch pop",2018,64,154,68
730,"I Want To Break Free",Queen,"glam rock",2018,81,223,59
731,September,"Earth, Wind & Fire",disco,2018,69,215,82
732,"Voor Haar","Frans Halsema","dutch rock",2018,28,172,30
733,Testament,"Boudewijn de Groot","dutch indie",2018,43,195,28
734,"Atemlos durch die Nacht","Helene Fischer","german pop",2018,81,220,38
735,"Zij Gelooft In Mij","Andre Hazes","dutch pop",2018,32,240,30
736,"Verdronken Vlinder","Boudewijn de Groot","dutch indie",2018,33,146,29
737,"Als Het Avond Is","Suzan & Freek","dutch pop",2018,72,206,65
738,"De Vlieger","Andre Hazes","dutch pop",2018,40,217,27
739,"Geef Mij Je Angst","Andre Hazes","dutch pop",2018,34,257,30
740,Natural,"Imagine Dragons","modern rock",2018,70,189,84
741,IJskoud,Nielson,"dutch pop",2018,67,210,65
742,"Welterusten Mijnheer De President","Boudewijn de Groot","dutch indie",2018,55,152,23
743,Jimmy,"Boudewijn de Groot","dutch indie",2018,66,236,32
744,"Bad Liar","Imagine Dragons","modern rock",2018,38,261,83
745,Sammy,"Ramses Shaffy","dutch cabaret",2018,50,135,23
746,"High Hopes","Panic! At The Disco","baroque pop",2018,58,191,87
747,"Het Land Van Maas En Waal","Boudewijn de Groot","dutch indie",2018,73,179,23
748,Shotgun,"George Ezra",folk-pop,2018,67,201,82
749,"New Light","John Mayer","neo mellow",2018,83,216,81
750,"You Say","Lauren Daigle",ccm,2018,49,275,80
751,"Een Beetje Verliefd","Andre Hazes","dutch pop",2018,30,251,32
752,"Someone You Loved","Lewis Capaldi",pop,2018,50,182,85
753,"Banger Hart - Radio Mix","Rob De Nijs","dutch pop",2018,77,261,16
754,"Malle Babbe","Rob De Nijs","dutch pop",2018,35,253,15
755,"Vluchten Kan Niet Meer","Frans Halsema","dutch rock",2018,41,221,17
756,Faded,"Alan Walker","electro house",2018,47,212,80
757,"High On Life (feat. Bonn)","Martin Garrix","big room",2018,41,231,78
758,"Het Is Koud Zonder Jou","Andre Hazes","dutch pop",2018,18,241,30
759,"N Vriend","Andre Hazes","dutch pop",2018,23,292,31
760,"Always Remember Us This Way","Lady Gaga","dance pop",2018,55,210,81
761,"Een Meisje Van Zestien","Boudewijn de Groot","dutch indie",2018,57,179,20
762,"Why Don't You Do Right","Beth Hart","blues rock",2018,63,276,44
763,"De Zon Op","Diggy Dex","dutch hip hop",2018,74,209,52
764,Youngblood,"5 Seconds of Summer","boy band",2018,60,203,84
765,Prikkebeen,"Boudewijn de Groot","dutch indie",2018,57,252,17
766,"Outlaw In 'Em",Waylon,"dutch americana",2018,50,217,39
767,"Als De Rook Om Je Hoofd Is Verdwenen","Boudewijn de Groot","dutch indie",2018,42,205,19
768,"Skandal im Sperrbezirk","Spider Murphy Gang",austropop,2018,64,216,26
769,"Pain and Misery","The Teskey Brothers","australian americana",2018,71,241,50
770,"I Do","Douwe Bob","dutch americana",2018,49,202,52
771,"Het Laatste Rondje - Remastered","Andre Hazes","dutch pop",2018,53,258,33
772,"Guiding Light","Mumford & Sons","modern folk rock",2018,55,218,60
773,"Havana (feat. Young Thug)","Camila Cabello","dance pop",2018,77,217,85
774,"Hou Vol Hou Vast",BLØF,"dutch pop",2018,51,295,12
775,"One Kiss (with Dua Lipa)","Calvin Harris","dance pop",2018,79,215,86
776,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","dance pop",2018,60,217,79
777,"Lay Your Weapons Down","Ilse DeLange","dutch americana",2018,54,219,21
778,"In My Blood","Shawn Mendes","canadian pop",2018,62,211,82
779,"Roller Coaster","Danny Vera","dutch americana",2019,40,270,70
780,Arcade,"Duncan Laurence","dutch pop",2019,45,184,73
781,"A Whiter Shade of Pale - Original Single Version","Procol Harum","album rock",2019,25,249,67
782,"Don't You (Forget About Me)","Simple Minds","art rock",2019,67,261,73
783,"The Load-Out - Remastered","Jackson Browne","album rock",2019,52,335,37
784,"Stay - Remastered","Jackson Browne","album rock",2019,60,204,36
785,"Last Christmas",Wham!,"dance rock",2019,74,265,85
786,"Time To Give","White Lies","alternative dance",2019,43,455,50
787,"bad guy","Billie Eilish",electropop,2019,70,194,95
788,Memories,"Maroon 5",pop,2019,76,189,98
789,"Love Like Blood","Killing Joke","alternative metal",2019,40,261,37
790,Reünie,Snelle,"dutch hip hop",2019,51,172,71
791,"About A Girl - Live Version",Nirvana,"alternative rock",2019,61,218,50
792,DEUTSCHLAND,Rammstein,"alternative metal",2019,52,322,72
793,"Phantom Of The Opera","Floor Jansen","dutch pop",2019,47,244,56
794,"Dance Monkey","Tones and I","australian pop",2019,82,209,100
795,"Blauwe Dag","Suzan & Freek","dutch pop",2019,70,183,68
796,"Homburg - Single Version - 2009 Remaster - Mono","Procol Harum","album rock",2019,36,237,32
797,Uncharted,Kensington,"dutch pop",2019,59,241,65
798,Despacito,"Luis Fonsi",latin,2019,66,229,80
799,"Dancing On My Own","Calum Scott","australian pop",2019,68,260,28
800,"Child in Time","Deep Purple","album rock",1970,34,620,45
801,"Let It Be - Remastered 2009","The Beatles","british invasion",1970,44,243,79
802,"Bridge Over Troubled Water","Simon & Garfunkel","classic rock",1970,15,293,71
803,"Paranoid - 2016 Remaster","Black Sabbath","album rock",1970,42,168,68
804,"Have You Ever Seen The Rain","Creedence Clearwater Revival","album rock",1970,74,160,71
805,"Your Song","Elton John","glam rock",1970,55,242,77
806,"The Boxer","Simon & Garfunkel","classic rock",1970,44,309,72
807,Du,"Peter Maffay","classic schlager",1970,49,298,53
808,"I Walk the Line","Johnny Cash","arkansas country",1970,71,177,71
809,"Samba Pa Ti",Santana,"blues rock",1970,41,285,63
810,"Immigrant Song - Remaster","Led Zeppelin","album rock",1970,56,146,77
811,"Who'll Stop The Rain","Creedence Clearwater Revival","album rock",1970,60,147,66
812,"Our House","Crosby, Stills, Nash & Young","album rock",1970,59,180,68
813,"Teach Your Children","Crosby, Stills, Nash & Young","album rock",1970,50,173,63
814,"The Long And Winding Road - Remastered 2009","The Beatles","british invasion",1970,30,218,64
