job id,job title 1,job title 2,published date,removed date,SALARY ESTIMATE,COMPANY_NAME,COMPANY_RANK,STATE_OF_COMPANY,HEADQUARTERS_OF_COMPANY,COMPANY_SIZE,COMPANY_MARKET_VALUE
161,Computer,Systems Analyst II,2016-04-18 23:08:16,2016-05-18 23:08:16,69K-128K,Einti,3.0,          Oklahoma         ,Tulsa,20.0 to 34.0 employees,620.0
162,Systems,Administrator III,2019-12-06 18:49:06,2019-12-20 18:49:06,52K-110K,Roomm,3.0,          Texas         ,San Antonio,20.0 to 34.0 employees,620.0
163,Human,Resources Manager,2018-02-25 06:40:01,2018-06-05 06:40:01,68K-145K,Fliptune,6.0,          Minnesota         ,Saint Paul,50.0 to 85.0 employees,770.0
164,Occupational,Therapist,2017-10-09 21:15:57,2018-01-03 21:15:57,1K-200K,Blognation,8.0,          Indiana         ,Evansville,70.0 to 119.0 employees,820.0
165,Web,Designer II,2019-10-30 18:23:21,2019-11-08 18:23:21,91K-199K,Jetpulse,6.0,          Iowa         ,Des Moines,50.0 to 85.0 employees,770.0
166,Computer,Systems Analyst II,2019-06-15 13:15:33,2019-09-20 13:15:33,40K-155K,Buzzdog,5.0,          Indiana         ,South Bend,40.0 to 68.0 employees,734.2857142857142
167,Human,Resources Assistant II,2016-08-25 06:07:52,2016-11-10 06:07:52,68K-118K,Trunyx,4.0,          Arizona         ,Phoenix,30.0 to 51.0 employees,686.6666666666666
168,Help,Desk Operator,2017-02-18 21:07:45,2017-03-29 21:07:45,9K-137K,Aibox,3.0,          California         ,Inglewood,20.0 to 34.0 employees,620.0
169,Social,Worker,2018-02-19 01:11:46,2018-03-27 01:11:46,50K-152K,Twinte,4.0,          Ohio         ,Dayton,30.0 to 51.0 employees,686.6666666666666
170,Accountant,IV,2021-02-05 08:04:41,2021-05-03 08:04:41,8K-184K,Linktype,6.0,          Texas         ,Houston,50.0 to 85.0 employees,770.0
171,Software,Test Engineer I,2017-05-13 07:14:45,2017-06-19 07:14:45,48K-118K,Quinu,3.0,          Pennsylvania         ,Erie,20.0 to 34.0 employees,620.0
172,Chief,Design Engineer,2020-10-30 16:53:54,2021-01-10 16:53:54,67K-190K,Edgetag,5.0,          California         ,Los Angeles,40.0 to 68.0 employees,734.2857142857142
173,Biostatistician,III,2019-08-24 00:57:22,2019-09-15 00:57:22,16K-107K,Dabfeed,5.0,          California         ,Fresno,40.0 to 68.0 employees,734.2857142857142
174,Account,Executive,2020-04-10 09:46:36,2020-04-18 09:46:36,72K-137K,Shuffletag,8.0,          Nebraska         ,Omaha,70.0 to 119.0 employees,820.0
175,Assistant,Media Planner,2017-02-01 21:15:33,2017-03-01 21:15:33,87K-191K,Topiclounge,9.0,          Texas         ,Temple,80.0 to 136.0 employees,838.1818181818182
176,Safety,Technician III,2020-05-05 10:31:22,2020-07-20 10:31:22,72K-182K,Eamia,3.0,          California         ,Whittier,20.0 to 34.0 employees,620.0
177,Information,Systems Manager,2017-11-16 03:01:52,2018-01-26 03:01:52,95K-107K,Lazzy,3.0,          Ohio         ,Cincinnati,20.0 to 34.0 employees,620.0
178,Information,Systems Manager,2016-12-12 15:43:46,2016-12-25 15:43:46,14K-194K,Nlounge,5.0,          New York         ,New York City,40.0 to 68.0 employees,734.2857142857142
179,Quality,Engineer,2017-01-15 02:40:50,2017-03-06 02:40:50,70K-180K,Zoomzone,6.0,          Minnesota         ,Minneapolis,50.0 to 85.0 employees,770.0
180,Accounting,Assistant II,2019-03-21 04:24:14,2019-06-05 04:24:14,47K-130K,Quinu,3.0,          Michigan         ,Troy,20.0 to 34.0 employees,620.0
181,Design,Engineer,2019-02-28 05:52:30,2019-06-06 05:52:30,89K-134K,Tazz,2.0,          Oregon         ,Portland,10.0 to 17.0 employees,520.0
182,Help,Desk Technician,2018-11-07 21:26:34,2018-11-09 21:26:34,60K-184K,Oyoyo,3.0,          South Carolina         ,Charleston,20.0 to 34.0 employees,620.0
183,VP,Product Management,2016-10-06 16:48:40,2016-12-05 16:48:40,30K-178K,Quimm,3.0,          Minnesota         ,Minneapolis,20.0 to 34.0 employees,620.0
184,Junior,Executive,2017-01-01 00:20:00,2017-01-20 00:20:00,20K-150K,Jaxspan,5.0,          Virginia         ,Manassas,40.0 to 68.0 employees,734.2857142857142
185,Quality,Control Specialist,2019-10-02 11:39:21,2019-12-13 11:39:21,80K-118K,Layo,2.0,          Texas         ,San Antonio,10.0 to 17.0 employees,520.0
186,Financial,Analyst,2019-02-22 21:18:30,2019-05-03 21:18:30,53K-145K,Skilith,5.0,          Texas         ,San Antonio,40.0 to 68.0 employees,734.2857142857142
187,Sales,Associate,2016-10-19 20:37:04,2016-10-28 20:37:04,60K-122K,Meembee,5.0,          Indiana         ,Anderson,40.0 to 68.0 employees,734.2857142857142
188,Data,Coordiator,2017-07-22 22:29:19,2017-09-19 22:29:19,33K-108K,Viva,2.0,          Texas         ,El Paso,10.0 to 17.0 employees,520.0
189,Research,Nurse,2019-08-09 11:33:34,2019-08-22 11:33:34,65K-135K,Yamia,3.0,          Missouri         ,Saint Louis,20.0 to 34.0 employees,620.0
190,Chief,Design Engineer,2016-12-11 06:46:56,2017-01-19 06:46:56,64K-199K,Gevee,3.0,          Louisiana         ,New Orleans,20.0 to 34.0 employees,620.0
191,Professor,,2020-06-12 18:55:03,2020-09-01 18:55:03,15K-191K,Jayo,2.0,          Minnesota         ,Loretto,10.0 to 17.0 employees,520.0
192,Marketing,Assistant,2017-03-21 11:34:31,2017-04-23 11:34:31,21K-107K,Muxo,2.0,          Indiana         ,Gary,10.0 to 17.0 employees,520.0
193,Associate,Professor,2020-11-05 15:39:31,2020-12-15 15:39:31,6K-160K,Cogibox,5.0,          Missouri         ,Saint Louis,40.0 to 68.0 employees,734.2857142857142
194,Human,Resources Assistant I,2019-06-14 12:45:10,2019-06-27 12:45:10,60K-115K,Wordify,5.0,          Kentucky         ,Louisville,40.0 to 68.0 employees,734.2857142857142
195,Graphic,Designer,2020-06-26 15:09:59,2020-07-11 15:09:59,45K-148K,Trilia,4.0,          Missouri         ,Columbia,30.0 to 51.0 employees,686.6666666666666
196,Structural,Analysis Engineer,2019-05-19 19:58:33,2019-07-26 19:58:33,35K-183K,Quatz,3.0,          New York         ,New York City,20.0 to 34.0 employees,620.0
197,Account,Executive,2018-03-27 06:51:28,2018-05-22 06:51:28,60K-120K,Yambee,4.0,          Virginia         ,Roanoke,30.0 to 51.0 employees,686.6666666666666
198,VP,Product Management,2017-05-07 01:09:25,2017-05-11 01:09:25,32K-141K,Centimia,6.0,          Texas         ,Fort Worth,50.0 to 85.0 employees,770.0
199,Senior,Quality Engineer,2019-03-28 17:14:30,2019-04-26 17:14:30,58K-183K,Brainbox,6.0,          Wisconsin         ,Milwaukee,50.0 to 85.0 employees,770.0
200,Marketing,Assistant,2018-01-10 10:32:21,2018-04-10 10:32:21,30K-158K,Avamba,4.0,          Nevada         ,Reno,30.0 to 51.0 employees,686.6666666666666
201,Quality,Control Specialist,2019-01-12 01:37:48,2019-01-27 01:37:48,54K-184K,Yambee,4.0,          Virginia         ,Alexandria,30.0 to 51.0 employees,686.6666666666666
202,GIS,Technical Architect,2018-03-09 04:49:07,2018-03-23 04:49:07,46K-189K,Aimbo,3.0,          Tennessee         ,Knoxville,20.0 to 34.0 employees,620.0
203,Computer,Systems Analyst III,2016-08-10 17:37:10,2016-08-13 17:37:10,60K-141K,Lajo,2.0,          Colorado         ,Aurora,10.0 to 17.0 employees,520.0
204,Recruiting,Manager,2016-04-20 19:58:03,2016-06-02 19:58:03,48K-178K,Digitube,6.0,          West Virginia         ,Huntington,50.0 to 85.0 employees,770.0
205,Senior,Financial Analyst,2016-11-22 03:07:53,2017-02-13 03:07:53,1K-192K,Buzzshare,7.0,          Maryland         ,Ridgely,60.0 to 102.0 employees,797.7777777777777
206,Paralegal,,2019-03-17 13:05:57,2019-06-05 13:05:57,79K-110K,Fanoodle,6.0,          Arkansas         ,North Little Rock,50.0 to 85.0 employees,770.0
207,Information,Systems Manager,2019-04-30 22:39:19,2019-07-05 22:39:19,78K-129K,Ailane,4.0,          Minnesota         ,Minneapolis,30.0 to 51.0 employees,686.6666666666666
208,Administrative,Officer,2019-10-29 16:23:59,2020-02-05 16:23:59,40K-153K,Devbug,4.0,          Tennessee         ,Memphis,30.0 to 51.0 employees,686.6666666666666
209,Research,Nurse,2016-09-13 16:21:28,2016-10-11 16:21:28,41K-102K,Avamba,4.0,          New York         ,Jamaica,30.0 to 51.0 employees,686.6666666666666
210,Financial,Analyst,2017-01-14 21:47:23,2017-01-22 21:47:23,81K-101K,Oba,1.0,          Florida         ,Panama City,0.0 to 0.0 employees,353.33333333333326
211,Speech,Pathologist,2018-07-10 13:14:29,2018-07-27 13:14:29,19K-148K,Voomm,3.0,          Kansas         ,Topeka,20.0 to 34.0 employees,620.0
212,Analyst,Programmer,2019-01-01 22:40:12,2019-04-06 22:40:12,13K-105K,Mydo,2.0,          Ohio         ,Toledo,10.0 to 17.0 employees,520.0
213,Software,Consultant,2020-04-14 18:35:45,2020-06-09 18:35:45,91K-165K,Skyvu,3.0,          Florida         ,Tampa,20.0 to 34.0 employees,620.0
214,Legal,Assistant,2018-02-21 15:11:56,2018-04-28 15:11:56,83K-144K,Zoomzone,6.0,          Texas         ,Dallas,50.0 to 85.0 employees,770.0
215,Senior,Quality Engineer,2019-11-23 18:12:17,2019-11-25 18:12:17,64K-126K,Twitterbeat,9.0,          Georgia         ,Duluth,80.0 to 136.0 employees,838.1818181818182
216,Programmer,Analyst I,2016-05-16 13:46:53,2016-07-10 13:46:53,20K-143K,Zoomzone,6.0,          Pennsylvania         ,Philadelphia,50.0 to 85.0 employees,770.0
217,Biostatistician,I,2017-01-22 00:13:36,2017-02-28 00:13:36,68K-167K,Bluezoom,6.0,          Iowa         ,Waterloo,50.0 to 85.0 employees,770.0
218,Pharmacist,,2016-02-28 15:23:45,2016-05-29 15:23:45,3K-135K,Skinder,5.0,          Virginia         ,Virginia Beach,40.0 to 68.0 employees,734.2857142857142
219,Technical,Writer,2020-06-11 23:17:54,2020-09-08 23:17:54,37K-108K,Meejo,3.0,          Louisiana         ,New Orleans,20.0 to 34.0 employees,620.0
220,Quality,Control Specialist,2017-09-06 03:13:27,2017-09-10 03:13:27,13K-151K,Kwinu,3.0,          Missouri         ,Saint Louis,20.0 to 34.0 employees,620.0
221,Mechanical,Systems Engineer,2018-04-01 03:42:37,2018-04-23 03:42:37,87K-162K,Linklinks,7.0,          Texas         ,Lubbock,60.0 to 102.0 employees,797.7777777777777
222,Programmer,I,2017-08-13 13:19:57,2017-09-19 13:19:57,31K-134K,Bubblebox,7.0,          Georgia         ,Macon,60.0 to 102.0 employees,797.7777777777777
223,Computer,Systems Analyst I,2018-07-31 04:16:11,2018-10-26 04:16:11,59K-147K,Skaboo,4.0,          Missouri         ,Kansas City,30.0 to 51.0 employees,686.6666666666666
224,Software,Consultant,2019-08-06 18:55:46,2019-09-12 18:55:46,79K-159K,Eabox,3.0,          Virginia         ,Arlington,20.0 to 34.0 employees,620.0
225,Information,Systems Manager,2018-01-11 16:40:18,2018-03-03 16:40:18,51K-192K,Vitz,2.0,          Nebraska         ,Omaha,10.0 to 17.0 employees,520.0
226,Recruiting,Manager,2018-12-19 17:48:11,2019-02-22 17:48:11,44K-196K,Topicblab,7.0,          Nebraska         ,Omaha,60.0 to 102.0 employees,797.7777777777777
227,Quality,Engineer,2016-05-13 00:06:04,2016-06-04 00:06:04,97K-121K,Voonyx,4.0,          New Mexico         ,Santa Fe,30.0 to 51.0 employees,686.6666666666666
228,VP,Quality Control,2019-07-20 03:21:11,2019-08-07 03:21:11,59K-190K,Meevee,4.0,          Pennsylvania         ,York,30.0 to 51.0 employees,686.6666666666666
229,Social,Worker,2016-11-08 00:26:16,2017-02-07 00:26:16,19K-137K,Talane,4.0,          New York         ,White Plains,30.0 to 51.0 employees,686.6666666666666
230,GIS,Technical Architect,2020-07-12 00:23:45,2020-09-11 00:23:45,0K-109K,Thoughtmix,8.0,          Virginia         ,Lynchburg,70.0 to 119.0 employees,820.0
231,Structural,Analysis Engineer,2019-01-04 06:18:23,2019-03-13 06:18:23,27K-126K,Chatterbridge,11.0,          Massachusetts         ,Brockton,100.0 to 170.0 employees,866.1538461538463
232,Senior,Cost Accountant,2017-12-01 04:12:16,2018-02-02 04:12:16,40K-186K,Zava,2.0,          Florida         ,Tampa,10.0 to 17.0 employees,520.0
233,Senior,Cost Accountant,2018-02-28 07:28:01,2018-03-29 07:28:01,89K-125K,Feedbug,5.0,          Washington         ,Lakewood,40.0 to 68.0 employees,734.2857142857142
234,Sales,Associate,2018-11-23 04:17:21,2019-02-09 04:17:21,22K-156K,Omba,2.0,          Minnesota         ,Minneapolis,10.0 to 17.0 employees,520.0
235,Programmer,Analyst III,2019-04-04 03:58:57,2019-06-06 03:58:57,96K-125K,Youspan,5.0,          Ohio         ,Cincinnati,40.0 to 68.0 employees,734.2857142857142
236,Assistant,Professor,2020-06-03 06:27:47,2020-09-07 06:27:47,4K-121K,Feedbug,5.0,          Texas         ,Corpus Christi,40.0 to 68.0 employees,734.2857142857142
237,Product,Engineer,2020-10-09 17:27:56,2020-11-23 17:27:56,59K-143K,Oyoloo,4.0,          California         ,Alhambra,30.0 to 51.0 employees,686.6666666666666
238,VP,Quality Control,2020-11-25 23:52:44,2020-12-20 23:52:44,21K-183K,Oozz,2.0,          Michigan         ,Grand Rapids,10.0 to 17.0 employees,520.0
239,Statistician,I,2020-02-15 13:31:37,2020-05-14 13:31:37,88K-146K,Dynava,4.0,          Missouri         ,Columbia,30.0 to 51.0 employees,686.6666666666666
240,Analog,Circuit Design manager,2019-04-15 09:02:11,2019-06-22 09:02:11,92K-123K,Zazio,3.0,          Kentucky         ,Lexington,20.0 to 34.0 employees,620.0
241,Recruiter,,2018-02-03 14:26:43,2018-02-09 14:26:43,71K-138K,Yombu,3.0,          Kentucky         ,Louisville,20.0 to 34.0 employees,620.0
242,Structural,Engineer,2018-03-12 05:16:12,2018-04-03 05:16:12,91K-116K,Eadel,3.0,          Texas         ,Dallas,20.0 to 34.0 employees,620.0
243,GIS,Technical Architect,2016-03-25 21:35:31,2016-06-26 21:35:31,30K-119K,Rhyzio,4.0,          California         ,Carlsbad,30.0 to 51.0 employees,686.6666666666666
244,Internal,Auditor,2021-01-31 00:36:37,2021-04-01 00:36:37,24K-134K,Edgewire,6.0,          New York         ,New Hyde Park,50.0 to 85.0 employees,770.0
245,Occupational,Therapist,2018-08-17 10:53:58,2018-10-16 10:53:58,12K-192K,Tagpad,4.0,          Arizona         ,Tucson,30.0 to 51.0 employees,686.6666666666666
246,Data,Coordiator,2017-10-06 23:45:44,2017-10-30 23:45:44,75K-132K,Fadeo,3.0,          Michigan         ,Detroit,20.0 to 34.0 employees,620.0
247,Geologist,I,2016-07-29 08:21:24,2016-09-22 08:21:24,41K-182K,Kwideo,4.0,          North Carolina         ,Wilmington,30.0 to 51.0 employees,686.6666666666666
248,Technical,Writer,2020-12-18 17:34:36,2021-03-06 17:34:36,30K-159K,Dynabox,5.0,          Oklahoma         ,Oklahoma City,40.0 to 68.0 employees,734.2857142857142
249,Recruiter,,2020-12-30 11:44:01,2021-03-06 11:44:01,48K-114K,Topicshots,8.0,          Missouri         ,Independence,70.0 to 119.0 employees,820.0
250,Editor,,2016-02-28 06:11:25,2016-04-19 06:11:25,92K-101K,Realmix,5.0,          Florida         ,Pensacola,40.0 to 68.0 employees,734.2857142857142
251,Operator,,2019-06-26 21:44:57,2019-07-03 21:44:57,10K-165K,Npath,3.0,          Texas         ,Fort Worth,20.0 to 34.0 employees,620.0
252,Internal,Auditor,2017-07-04 18:32:08,2017-08-26 18:32:08,45K-158K,Tekfly,4.0,          Florida         ,Daytona Beach,30.0 to 51.0 employees,686.6666666666666
253,Staff,Scientist,2019-03-02 03:52:37,2019-05-07 03:52:37,2K-120K,Realcube,6.0,          Georgia         ,Atlanta,50.0 to 85.0 employees,770.0
254,Compensation,Analyst,2016-07-10 05:49:39,2016-07-31 05:49:39,97K-143K,Tanoodle,6.0,          Illinois         ,Peoria,50.0 to 85.0 employees,770.0
255,Research,Associate,2017-04-14 11:15:24,2017-06-11 11:15:24,70K-188K,Meevee,4.0,          Texas         ,Houston,30.0 to 51.0 employees,686.6666666666666
256,Recruiter,,2016-02-18 12:55:37,2016-04-13 12:55:37,64K-177K,Mybuzz,4.0,          California         ,Pasadena,30.0 to 51.0 employees,686.6666666666666
257,Junior,Executive,2020-12-05 02:36:26,2020-12-22 02:36:26,0K-147K,Rhybox,4.0,          New York         ,Brooklyn,30.0 to 51.0 employees,686.6666666666666
258,Technical,Writer,2020-08-03 03:23:52,2020-11-06 03:23:52,91K-104K,Devshare,6.0,          District of Columbia         ,Washington,50.0 to 85.0 employees,770.0
259,Actuary,,2021-02-04 09:00:17,2021-05-13 09:00:17,40K-164K,Livetube,6.0,          Michigan         ,Grand Rapids,50.0 to 85.0 employees,770.0
260,Food,Chemist,2017-12-01 20:17:17,2018-02-04 20:17:17,14K-154K,Fliptune,6.0,          Idaho         ,Boise,50.0 to 85.0 employees,770.0
261,Speech,Pathologist,2019-11-15 20:16:00,2020-01-08 20:16:00,40K-131K,Skyba,3.0,          Oregon         ,Portland,20.0 to 34.0 employees,620.0
262,Help,Desk Technician,2017-08-26 01:28:50,2017-09-19 01:28:50,76K-200K,Wikizz,4.0,          California         ,San Jose,30.0 to 51.0 employees,686.6666666666666
263,Marketing,Manager,2020-12-28 12:25:52,2021-01-30 12:25:52,65K-136K,Brainlounge,9.0,          Massachusetts         ,Boston,80.0 to 136.0 employees,838.1818181818182
264,Senior,Editor,2020-01-19 03:28:44,2020-01-20 03:28:44,76K-121K,Voonix,4.0,          Nevada         ,Reno,30.0 to 51.0 employees,686.6666666666666
265,Senior,Cost Accountant,2020-09-08 18:52:10,2020-11-27 18:52:10,13K-114K,Brainlounge,9.0,          Kentucky         ,Louisville,80.0 to 136.0 employees,838.1818181818182
266,Chief,Design Engineer,2019-06-23 03:15:51,2019-09-23 03:15:51,71K-121K,Twiyo,3.0,          Massachusetts         ,Boston,20.0 to 34.0 employees,620.0
267,Electrical,Engineer,2018-10-16 13:56:49,2018-10-23 13:56:49,52K-138K,Yakidoo,5.0,          Florida         ,Fort Lauderdale,40.0 to 68.0 employees,734.2857142857142
268,Senior,Cost Accountant,2018-12-07 16:48:59,2019-02-09 16:48:59,20K-188K,Voolia,4.0,          California         ,Irvine,30.0 to 51.0 employees,686.6666666666666
269,Actuary,,2017-12-05 04:00:28,2018-02-21 04:00:28,15K-198K,Tekfly,4.0,          Florida         ,Port Charlotte,30.0 to 51.0 employees,686.6666666666666
270,Financial,Analyst,2017-07-21 17:55:24,2017-09-04 17:55:24,11K-138K,Feedmix,5.0,          New Jersey         ,Trenton,40.0 to 68.0 employees,734.2857142857142
271,Database,Administrator I,2020-06-15 15:12:39,2020-07-16 15:12:39,47K-177K,Zooxo,3.0,          Minnesota         ,Minneapolis,20.0 to 34.0 employees,620.0
272,Compensation,Analyst,2017-05-18 14:58:04,2017-07-02 14:58:04,59K-117K,Divanoodle,8.0,          Massachusetts         ,Newton,70.0 to 119.0 employees,820.0
273,Dental,Hygienist,2020-11-05 13:27:59,2021-02-11 13:27:59,95K-113K,Devify,4.0,          Washington         ,Vancouver,30.0 to 51.0 employees,686.6666666666666
274,Help,Desk Technician,2020-11-11 01:36:29,2020-12-31 01:36:29,49K-146K,Kimia,3.0,          North Carolina         ,Durham,20.0 to 34.0 employees,620.0
275,Actuary,,2017-11-22 04:12:52,2017-11-29 04:12:52,16K-114K,Dynabox,5.0,          Texas         ,El Paso,40.0 to 68.0 employees,734.2857142857142
276,Social,Worker,2019-12-31 00:26:14,2020-02-12 00:26:14,90K-172K,Plajo,3.0,          Arizona         ,Phoenix,20.0 to 34.0 employees,620.0
277,Physical,Therapy Assistant,2018-10-19 13:58:07,2018-11-06 13:58:07,69K-196K,Skiba,3.0,          Texas         ,Killeen,20.0 to 34.0 employees,620.0
278,Food,Chemist,2020-01-22 15:57:05,2020-03-31 15:57:05,6K-158K,Rhyzio,4.0,          Missouri         ,Saint Joseph,30.0 to 51.0 employees,686.6666666666666
279,Structural,Engineer,2017-03-17 08:44:00,2017-03-30 08:44:00,4K-151K,Pixonyx,5.0,          Indiana         ,Fort Wayne,40.0 to 68.0 employees,734.2857142857142
280,Nurse,,2017-04-18 21:57:25,2017-05-26 21:57:25,25K-126K,Voonder,5.0,          Florida         ,Kissimmee,40.0 to 68.0 employees,734.2857142857142
281,Operator,,2017-03-16 02:39:10,2017-04-06 02:39:10,59K-105K,Quimba,4.0,          Colorado         ,Denver,30.0 to 51.0 employees,686.6666666666666
282,Graphic,Designer,2016-11-03 01:12:11,2017-02-11 01:12:11,30K-139K,Gabcube,5.0,          Illinois         ,Springfield,40.0 to 68.0 employees,734.2857142857142
283,Structural,Engineer,2016-11-11 15:32:39,2016-12-11 15:32:39,74K-128K,Youtags,5.0,          North Dakota         ,Bismarck,40.0 to 68.0 employees,734.2857142857142
284,Food,Chemist,2020-12-23 01:52:42,2021-03-01 01:52:42,72K-149K,Youfeed,5.0,          Delaware         ,Newark,40.0 to 68.0 employees,734.2857142857142
285,Help,Desk Operator,2019-10-13 22:17:41,2019-11-15 22:17:41,15K-198K,Riffpedia,7.0,          Kansas         ,Wichita,60.0 to 102.0 employees,797.7777777777777
286,Automation,Specialist III,2018-03-23 07:16:23,2018-04-10 07:16:23,99K-161K,Fiveclub,6.0,          Wisconsin         ,Milwaukee,50.0 to 85.0 employees,770.0
287,Design,Engineer,2017-01-05 10:06:34,2017-03-15 10:06:34,63K-190K,Kwimbee,5.0,          Massachusetts         ,Boston,40.0 to 68.0 employees,734.2857142857142
288,Structural,Engineer,2020-12-29 15:29:56,2021-04-07 15:29:56,81K-148K,Pixoboo,5.0,          Arizona         ,Phoenix,40.0 to 68.0 employees,734.2857142857142
289,Desktop,Support Technician,2017-12-26 02:09:44,2018-03-07 02:09:44,45K-156K,Dabtype,5.0,          Georgia         ,Atlanta,40.0 to 68.0 employees,734.2857142857142
290,Marketing,Assistant,2017-06-29 12:51:33,2017-08-18 12:51:33,10K-127K,JumpXS,4.0,          Colorado         ,Littleton,30.0 to 51.0 employees,686.6666666666666
291,Marketing,Assistant,2019-11-30 06:13:19,2020-02-18 06:13:19,28K-159K,Twitterworks,10.0,          Virginia         ,Roanoke,90.0 to 153.0 employees,853.3333333333335
292,Community,Outreach Specialist,2016-04-13 20:59:06,2016-05-07 20:59:06,56K-134K,Zoombox,5.0,          Pennsylvania         ,Pittsburgh,40.0 to 68.0 employees,734.2857142857142
293,Social,Worker,2020-03-27 01:15:09,2020-04-01 01:15:09,55K-193K,Bubblemix,7.0,          Virginia         ,Fredericksburg,60.0 to 102.0 employees,797.7777777777777
294,VP,Product Management,2019-04-01 13:18:24,2019-04-06 13:18:24,33K-111K,Buzzster,6.0,          Illinois         ,Aurora,50.0 to 85.0 employees,770.0
295,Recruiter,,2016-11-30 13:50:42,2017-01-25 13:50:42,89K-168K,Plambee,5.0,          Indiana         ,Indianapolis,40.0 to 68.0 employees,734.2857142857142
296,Community,Outreach Specialist,2018-11-06 15:11:56,2019-01-26 15:11:56,7K-165K,Devpulse,6.0,          Missouri         ,Kansas City,50.0 to 85.0 employees,770.0
297,Biostatistician,III,2017-02-13 14:20:06,2017-04-03 14:20:06,91K-175K,Mynte,3.0,          Missouri         ,Kansas City,20.0 to 34.0 employees,620.0
298,Nurse,Practicioner,2020-07-23 16:43:08,2020-08-03 16:43:08,29K-184K,Topicware,7.0,          Georgia         ,Valdosta,60.0 to 102.0 employees,797.7777777777777
299,Health,Coach IV,2019-06-13 00:57:18,2019-06-18 00:57:18,55K-125K,Vinte,3.0,          Florida         ,Vero Beach,20.0 to 34.0 employees,620.0
300,Legal,Assistant,2016-08-21 08:10:13,2016-10-16 08:10:13,100K-101K,Yata,2.0,          Iowa         ,Waterloo,10.0 to 17.0 employees,520.0
301,Statistician,III,2019-08-10 16:16:22,2019-08-21 16:16:22,90K-198K,Mymm,2.0,          Florida         ,Miami,10.0 to 17.0 employees,520.0
302,Quality,Control Specialist,2019-01-16 21:48:42,2019-04-16 21:48:42,56K-123K,Eayo,2.0,          Alabama         ,Mobile,10.0 to 17.0 employees,520.0
303,Information,Systems Manager,2017-08-13 10:36:01,2017-11-19 10:36:01,57K-130K,Kwinu,3.0,          New York         ,Brooklyn,20.0 to 34.0 employees,620.0
304,Programmer,IV,2019-11-03 10:31:07,2020-01-07 10:31:07,62K-114K,Oba,1.0,          Michigan         ,Detroit,0.0 to 0.0 employees,353.33333333333326
305,Assistant,Manager,2020-11-05 23:57:33,2020-11-21 23:57:33,85K-123K,Zoomdog,5.0,          District of Columbia         ,Washington,40.0 to 68.0 employees,734.2857142857142
306,Software,Consultant,2019-08-24 16:53:39,2019-11-20 16:53:39,78K-125K,Tavu,2.0,          Michigan         ,Grand Rapids,10.0 to 17.0 employees,520.0
307,Administrative,Officer,2016-07-26 18:18:41,2016-09-24 18:18:41,26K-184K,Oba,1.0,          Illinois         ,Springfield,0.0 to 0.0 employees,353.33333333333326
308,Senior,Financial Analyst,2019-04-01 10:31:04,2019-06-25 10:31:04,64K-134K,Kare,2.0,          Nebraska         ,Omaha,10.0 to 17.0 employees,520.0
309,Human,Resources Assistant IV,2019-06-28 12:32:41,2019-08-03 12:32:41,71K-173K,Gabtune,5.0,          Michigan         ,Saginaw,40.0 to 68.0 employees,734.2857142857142
310,Professor,,2019-08-12 16:56:10,2019-10-18 16:56:10,41K-171K,Fadeo,3.0,          Ohio         ,Columbus,20.0 to 34.0 employees,620.0
311,Legal,Assistant,2017-05-30 15:52:43,2017-07-24 15:52:43,40K-125K,Tagtune,5.0,          South Carolina         ,Charleston,40.0 to 68.0 employees,734.2857142857142
312,Geological,Engineer,2016-05-25 10:30:43,2016-07-29 10:30:43,28K-183K,Skidoo,4.0,          Virginia         ,Richmond,30.0 to 51.0 employees,686.6666666666666
313,Actuary,,2018-06-23 06:32:48,2018-08-25 06:32:48,78K-106K,Blogtag,5.0,          Alabama         ,Mobile,40.0 to 68.0 employees,734.2857142857142
314,Environmental,Specialist,2017-11-20 15:29:07,2017-12-22 15:29:07,70K-135K,Mymm,2.0,          Georgia         ,Decatur,10.0 to 17.0 employees,520.0
315,Nuclear,Power Engineer,2017-01-02 12:34:00,2017-02-13 12:34:00,77K-184K,Brainverse,8.0,          California         ,Oakland,70.0 to 119.0 employees,820.0
316,Sales,Associate,2016-06-23 05:53:11,2016-08-14 05:53:11,38K-193K,Avaveo,4.0,          Missouri         ,Jefferson City,30.0 to 51.0 employees,686.6666666666666
317,Teacher,,2017-11-29 13:28:32,2017-12-05 13:28:32,7K-116K,Chatterpoint,10.0,          California         ,Mountain View,90.0 to 153.0 employees,853.3333333333335
318,Civil,Engineer,2019-09-01 03:43:23,2019-09-18 03:43:23,92K-176K,Skiptube,6.0,          Texas         ,Abilene,50.0 to 85.0 employees,770.0
319,Senior,Cost Accountant,2020-02-19 09:51:08,2020-02-25 09:51:08,53K-118K,Brainlounge,9.0,          Colorado         ,Boulder,80.0 to 136.0 employees,838.1818181818182
320,Nurse,Practicioner,2018-01-05 11:04:30,2018-01-31 11:04:30,69K-176K,Gabspot,5.0,          California         ,Pasadena,40.0 to 68.0 employees,734.2857142857142
321,Graphic,Designer,2017-03-31 01:14:06,2017-06-22 01:14:06,44K-164K,Browsetype,8.0,          Georgia         ,Atlanta,70.0 to 119.0 employees,820.0
322,Budget/Accounting,Analyst IV,2019-06-25 12:07:31,2019-07-22 12:07:31,88K-185K,Gabspot,5.0,          New York         ,Rochester,40.0 to 68.0 employees,734.2857142857142
